AGNO;RBD;DGV_RBD;NOM_RBD;MRUN;RUT_SOSTENEDOR;P_JURIDICA;COD_REG_RBD;NOM_REG_RBD_A;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;LATITUD;LONGITUD;CONVENIO_PIE;ENS_01;ENS_02;ENS_03;ENS_04;ENS_05;ENS_06;ENS_07;ENS_08;ENS_09;ENS_10;ENS_11;MATRICULA;ESTADO_ESTAB;ORI_RELIGIOSA;ORI_OTRO_GLOSA;PAGO_MATRICULA;PAGO_MENSUAL
2019;1;9;LICEO POLITECNICO ARICA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,487274170000;-70,294738770000;1;463;510;563;610;663;863;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;2;7;PARVULARIO LAS ESPIGUITAS; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,469861980000;-70,302757260000;1;10;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,503580090000;-70,260826110000;0;165;167;363;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;4;3;LICEO OCTAVIO PALMA PEREZ; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,474243160000;-70,308265690000;1;310;0;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;5;1;JOVINA NARANJO FERNANDEZ; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,476903920000;-70,313453670000;1;110;310;363;0;0;0;0;0;0;0;0;1;1;7;PLURALISTA;GRATUITO;GRATUITO
2019;7;8;L. POLI. ANTONIO VARAS DE LA BARRA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,476146700000;-70,288368230000;1;410;510;610;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,482490540000;-70,317581180000;1;10;110;310;0;0;0;0;0;0;0;0;1;1;7;LAICO;GRATUITO;GRATUITO
2019;9;4;ESCUELA REPUBLICA DE ISRAEL; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,486848830000;-70,302452090000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;10;8;ESCUELA REPUBLICA DE FRANCIA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,474365230000;-70,309043880000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,491016390000;-70,311553960000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;7;LAICA;GRATUITO;GRATUITO
2019;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,491926190000;-70,293968200000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,481056210000;-70,284797670000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;14;0;ESCUELA ROMULO J. PENA MATURANA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,481237410000;-70,289764400000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,471385960000;-70,300354000000;1;110;310;0;0;0;0;0;0;0;0;0;1;1;7;LAICA;GRATUITO;GRATUITO
2019;16;7;ESCUELA REGIMIENTO RANCAGUA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,474834440000;-70,308784480000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,467266080000;-70,290939330000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,476675030000;-70,287788390000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;19;1;ESC. HUMBERTO VALENZUELA GARCIA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,474658970000;-70,291908260000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;20;5;ESCUELA TUCAPEL; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,479827880000;-70,295181270000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;21;3;ESCUELA CARLOS GUIRAO MASSIF; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,48379188;-70,30008008;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1; ;GRATUITO;GRATUITO
2019;22;1;ESCUELA GABRIELA MISTRAL; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,448286060000;-70,290649410000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;25;6;COLEGIO CENTENARIO DE ARICA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,439998630000;-70,293380740000;1;10;110;310;0;0;0;0;0;0;0;0;1;1;7;LAICO;GRATUITO;GRATUITO
2019;26;4;ESCUELA REPUBLICA DE ARGENTINA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,478120800000;-70,304039000000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;27;2;ESCUELA ESMERALDA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,483018880000;-70,308540340000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;28;0;ESCUELA RICARDO SILVA ARRIAGADA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,485065460000;-70,294395450000;1;10;110;165;363;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;29;9;ESCUELA AMERICA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,478450780000;-70,283042910000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;30;2;ESCUELA DR. RICARDO OLEA GUERRA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,480617520000;-70,284011840000;0;212;215;216;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;31;0;ESCUELA DARIO SALAS DIAZ; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,500658040000;-70,254592900000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,519264220000;-70,178741460000;1;10;110;710;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;33;7;ESCUELA CARLOS CONDELL DE LA HAZA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,417114260000;-70,225845340000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;7;LAICA;GRATUITO;GRATUITO
2019;35;3;ESCUELA GRAL. MANUEL BAQUEDANO; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,452400210000;-70,067703250000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;36;1;ESCUELA IGNACIO CARRERA PINTO; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;0;-18,496952060000;-70,283973690000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;38;8;ESCUELA ESPAÑA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,558818820000;-70,100723270000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;39;6;ESCUELA PAMPA ALGODONAL; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,578212740000;-69,965171810000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;41;8;ESCUELA VALLE DE CHACA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,820642470000;-70,140380860000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;42;6;ESCUELA MOLINOS LLUTA; ;69010100;1;15;AYP;151;15101;ARICA;151;ARICA;2;1;1;-18,381748200000;-69,944885250000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;43;4;JARDIN INFANTIL CEPILLIN; ;65155997;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,439636000000;-70,290726000000;0;10;0;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;44;2;JARDIN INFANTIL PEQUENILANDIA;17278119; ;0;15;AYP;151;15101;ARICA;151;ARICA;3;2;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2019;45;0;COLEGIO ITALIANO SANTA ANA; ;70072800;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,483060500000;-70,314301830000;0;10;110;310;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;46;9;JARDIN INFANTIL SAN ANDRES; ;76216092;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2; ;GRATUITO;GRATUITO
2019;47;7;J.  I. KURUMI; ; ;9;15;AYP;151;15101;ARICA;151;ARICA;4;3;0;-18,492444000000;-70,294441500000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9; ;SIN INFORMACION;SIN INFORMACION
2019;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO; ;65095034;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,475018000000;-70,290240000000;0;10;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;50;7;COLEGIO ADVENTISTA DE ARICA; ;65102261;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,493320830000;-70,270771350000;1;110;310;0;0;0;0;0;0;0;0;0;1;1;7;ADVENTISTA;GRATUITO;GRATUITO
2019;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR; ;76189122;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,4002612;-70,31498364;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1; ;GRATUITO;GRATUITO
2019;52;3;LICEO DOMINGO SANTA MARIA; ;65145467;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,468622490000;-70,303375320000;1;10;110;214;310;410;810;0;0;0;0;0;1;1;7;LAICA;GRATUITO;GRATUITO
2019;55;8;JARDIN INFANTIL MONTESSORI GARDEN; ;65144309;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,484220000000;-70,308170000000;1;10;0;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;56;6;COLEGIO SAN MARCOS DE ARICA; ;65378030;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,470749880000;-70,304823690000;1;10;110;310;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;$50.001 A $100.000
2019;57;4;JARDIN INFANTIL ZORZALITO;21453113; ;0;15;AYP;151;15101;ARICA;151;ARICA;3;2;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2019;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO; ;76207192;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,486109000000;-70,302956000000;0;10;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;59;0;COLEGIO SAN JORGE;5662561; ;0;15;AYP;151;15101;ARICA;151;ARICA;4;3;0;-18,502150000000;-70,246180000000;0;10;110;310;0;0;0;0;0;0;0;0;1;1;2; ;MAS DE $100.000;MAS DE $100.000
2019;60;4;COLEGIO ALEMAN DE ARICA; ;65144981;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,492034090000;-70,280687400000;0;10;110;310;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;65;5;J.  I.  SOLDADITO DE PLOMO; ; ;9;15;AYP;151;15101;ARICA;151;ARICA;4;3;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9; ;SIN INFORMACION;SIN INFORMACION
2019;66;3;JARDIN INFANTIL PLUTO; ;65144468;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,479057000000;-70,303400000000;0;10;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;67;1;ABRAHAM LINCOLN SCHOOL; ;65143272;1;15;AYP;151;15101;ARICA;151;ARICA;3;2;0;-18,481228200000;-70,318792800000;0;10;110;310;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;$25.001 A $50.000
2019;69;8;JUNIOR COLLEGE;9437148; ;0;15;AYP;151;15101;ARICA;151;ARICA;4;3;0;-18,463913000000;-70,291440000000;0;10;110;310;0;0;0;0;0;0;0;0;1;1;1; ;MAS DE $100.000;MAS DE $100.000
2019;70;1;ESCUELA VALLE DE ESQUINA; ;69251000;1;15;AYP;151;15102;CAMARONES;151;ARICA;2;1;1;-18,936218260000;-69,530159000000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;7;MULTICULTURAL;GRATUITO;GRATUITO
2019;72;8;LICEO VALLE DE CODPA; ;69251000;1;15;AYP;151;15102;CAMARONES;151;ARICA;2;1;1;-18,832901000000;-69,744583130000;0;110;710;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;73;6;ESCUELA VALLE DE COBIJA; ;69251000;1;15;AYP;151;15102;CAMARONES;151;ARICA;2;1;1;-18,739891050000;-69,583236690000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;74;4;ESCUELA VALLE DE CAMARONES; ;69251000;1;15;AYP;151;15102;CAMARONES;151;ARICA;2;1;1;-19,009916310000;-69,860137940000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;75;2;ESCUELA VALLE DE GUANACAGUA; ;69251000;1;15;AYP;151;15102;CAMARONES;151;ARICA;2;1;1;-18,822765350000;-69,713333130000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;76;0;ESCUELA VALLE DE CUYA; ;69251000;1;15;AYP;151;15102;CAMARONES;151;ARICA;2;1;1;-19,160160060000;-70,179489140000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;78;7;LICEO GRANADEROS; ;69250800;1;15;AYP;152;15201;PUTRE;151;ARICA;2;1;1;-18,195823670000;-69,561927800000;1;10;110;710;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;79;5;ESCUELA EL MARQUEZ; ;69250800;1;15;AYP;152;15201;PUTRE;151;ARICA;2;1;1;-18,580715180000;-69,493759160000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;7;PLURALISTA;GRATUITO;GRATUITO
2019;81;7;ESCUELA PAYACHATAS; ;69250800;1;15;AYP;152;15201;PUTRE;151;ARICA;2;1;1;-18,054403310000;-69,201011660000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;7;PLURALISTA;GRATUITO;GRATUITO
2019;82;5;ESCUELA SAN FRANCISCO DE ASIS; ;69250800;1;15;AYP;152;15201;PUTRE;151;ARICA;2;1;1;-18,268800740000;-69,596466060000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;83;3;ESCUELA COTA COTANI; ;69250800;1;15;AYP;152;15201;PUTRE;151;ARICA;2;1;1;-18,521924970000;-69,220527650000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;84;1;ESCUELA LOS ALAMOS; ;69250800;1;15;AYP;152;15201;PUTRE;151;ARICA;2;1;1;-18,196348190000;-69,559219360000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;86;8;ESCUELA SAN SANTIAGO DE BELEN; ;69250800;1;15;AYP;152;15201;PUTRE;151;ARICA;2;1;1;-18,467784880000;-69,514892580000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;87;6;ESCUELA ANCOLACANE; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,854715350000;-69,606132510000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;88;4;ESCUELA ALCERRECA; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,994335170000;-69,705894470000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;89;2;ESCUELA HUMAPALCA; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,834388730000;-69,702781680000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;90;6;ESCUELA INTERNADO VISVIRI; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,594884870000;-69,481155400000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;91;4;ESCUELA COSAPILLA; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,767959000000;-69,412081000000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;92;2;ESCUELA CHISLLUMA; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,696767810000;-69,688301090000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;93;0;ESCUELA CHUJLLUTA; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,899415970000;-69,349212650000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;94;9;ESCUELA GUACOYO; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,760128020000;-69,344947810000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;95;7;ESCUELA COLPITAS; ;69250700;1;15;AYP;152;15202;GENERAL LAGOS;151;ARICA;2;1;1;-17,956937790000;-69,453628540000;0;110;0;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,219835280000;-70,153236390000;1;410;510;810;0;0;0;0;0;0;0;0;1;1;1; ;$1.000 A $10.000;GRATUITO
2019;98;1;CENTRO DE DIAGNOSTICO; ; ;9;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2019;100;7;ESCUELA; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2019;101;5;HOGAR ESTUDIANTIL; ; ;9;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
2019;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,240972520000;-70,139350890000;0;212;216;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,221096040000;-70,138168330000;1;110;310;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;105;8;CENTRO DE CAPACITACION LABORAL; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,241722110000;-70,136505130000;0;212;218;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL; ;71142500;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;-20,293957000000;-70,127608000000;0;110;310;510;810;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,219743730000;-70,152389530000;1;110;310;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,225795750000;-70,148727420000;1;510;610;0;0;0;0;0;0;0;0;0;1;1;7;LAICO;GRATUITO;GRATUITO
2019;109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,216951370000;-70,153381350000;1;110;310;410;510;610;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,217588420000;-70,146911620000;1;10;110;310;0;0;0;0;0;0;0;0;1;1;7;LAICA;GRATUITO;GRATUITO
2019;111;2;ESCUELA GABRIELA MISTRAL; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,225891110000;-70,141410830000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;112;0;ESCUELA EDUARDO LLANOS; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,214475630000;-70,135856630000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;113;9;ESCUELA ALMIRANTE PATRICIO LYNCH; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,232044220000;-70,137695310000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;114;7;ESCUELA PLACIDO VILLARROEL; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,220235820000;-70,144111630000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;7;ECUMENICA;GRATUITO;GRATUITO
2019;115;5;ESCUELA JAVIERA CARRERA VERDUGO; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,21947136;-70,1519483;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2; ;GRATUITO;GRATUITO
2019;116;3;COLEGIO REPUBLICA DE CROACIA; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,227279660000;-70,134849550000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,220397950000;-70,146247860000;1;10;110;214;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;119;8;ESCUELA CENTENARIO; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,213514330000;-70,145118710000;1;10;110;214;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;120;1;LICEO COM.Y TEC.ARTURO PRAT CHACON; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,2095485;-70,14359634;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2; ;GRATUITO;GRATUITO
2019;122;8;ESCUELA THILDA PORTILLO OLIVARES; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,236213680000;-70,141014100000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;123;6;COLEGIO ESPANA; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,239721300000;-70,128852840000;1;10;110;363;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;124;4;LICEO LUIS CRUZ MARTINEZ; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,241994860000;-70,137435910000;1;310;510;610;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,245416640000;-70,138122560000;1;10;110;310;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;GRATUITO
2019;126;0;COLEGIO REPUBLICA DE ITALIA; ;70938800;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;-20,243598940000;-70,131492610000;1;10;110;0;0;0;0;0;0;0;0;0;1;1;1; ;GRATUITO;GRATUITO
2019;127;9;LICEO MARIA AUXILIADORA; ;70083600;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0;-20,222324370000;-70,148384090000;0;110;310;0;0;0;0;0;0;0;0;0;1;1;2; ;GRATUITO;$50.001 A $100.000
2019;128;7;JARDIN INFANTIL LITTLE GARDEN; ;77385380;1;1;TPCA;11;1101;IQUIQUE;11;IQUIQUE;3;2;0; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9; ;SIN INFORMACION;SIN INFORMACION
