RBD,NOM_RBD,NOM_COM_RBD,COD_DEPE,RURAL_RBD,ESTADO_ESTAB,MAT_TOTAL,ENS_01
8128,ESCUELA RURAL CHAURAHUE,QUEMCHI,2,1,3,0,0
8129,ESCUELA RURAL LLIUCO MONTANA,QUEMCHI,2,1,3,0,0
8130,ESCUELA RURAL TOCOIHUE,DALCAHUE,1,1,3,0,0
8131,ESCUELA RURAL MALUCO,QUEMCHI,2,1,1,3,110
8132,ESCUELA DE AULIN,QUEMCHI,2,1,1,2,110
8133,ESCUELA RURAL LINDA VISTA,QUEMCHI,2,1,1,20,10
8134,ESCUELA RURAL CONEB,QUEMCHI,2,1,1,1,110
8135,ESCUELA RURAL TAC,QUEMCHI,2,1,1,35,10
8136,ESCUELA RURAL ARCHIPIELAGO,QUEMCHI,2,1,1,1,110
8138,ESCUELA RURAL VOIGUE,QUEMCHI,2,1,2,0,0
8139,ESCUELA RURAL CHENIAO,QUEMCHI,2,1,1,8,110
8141,ESCUELA RURAL SAN JOSE,QUEMCHI,2,1,1,1,110
8142,ESCUELA RURAL BORDEMAR VILLA MECHUQUE,QUEMCHI,2,1,1,28,10
8143,ESCUELA RURAL NAYAHUE,QUEMCHI,2,1,1,3,110
8144,ESCUELA RURAL CESAR GOMEZ GARCIA,DALCAHUE,1,1,1,19,110
8145,ESCUELA RURAL COLEGUAL,DALCAHUE,1,1,3,0,0
8146,ESCUELA RURAL TEGUEL,DALCAHUE,1,1,3,0,0
8147,ESCUELA RURAL MALLINLEMU,DALCAHUE,1,1,1,278,10
8148,ESCUELA RURAL BUTALCURA,DALCAHUE,1,1,3,0,0
8149,ESCUELA RURAL CARIHUEICO,DALCAHUE,1,1,1,3,110
8150,ESCUELA RURAL EL PRADO,DALCAHUE,1,1,1,1,110
8151,ESCUELA RURAL SAN JUAN,DALCAHUE,1,1,3,0,0
8153,ESCUELA RURAL PROFESOR HECTOR MARIO BAHAMONDE NAVARRO,DALCAHUE,1,1,3,0,0
8155,ESCUELA RURAL DALLICO,DALCAHUE,1,1,2,0,0
8156,ESCUELA RURAL KILOMETRO 60,DALCAHUE,1,1,3,0,0
8157,ESCUELA RURAL JOSE MARIA ULLOA SALDIVIA,DALCAHUE,1,1,1,3,110
8158,ESCUELA RURAL CALEN,DALCAHUE,1,1,1,25,110
8159,ESCUELA RURAL JOSE DANIEL BAHAMONDE BAHAMONDE,DALCAHUE,1,1,1,32,10
8160,ESCUELA RURAL CULDEO,DALCAHUE,1,1,1,6,110
8161,ESCUELA BASICA DALCAHUE,DALCAHUE,1,0,1,354,10
8162,LICEO ALFREDO DEL CARMEN BARRIA OYARZUN,CURACO DE VÉLEZ,1,0,1,445,10
8163,ESCUELA RURAL CHULLEC,CURACO DE VÉLEZ,1,1,1,4,110
8164,ESCUELA RURAL TOLQUIEN,CURACO DE VÉLEZ,1,1,1,3,110
8165,ESCUELA RURAL EDUARDO FREI MONTALVA,CURACO DE VÉLEZ,1,1,1,39,10
8166,ESCUELA RURAL VISTA HERMOSA,CURACO DE VÉLEZ,1,1,1,2,110
8167,ESCUELA RURAL HUYAR BAJO,CURACO DE VÉLEZ,1,1,1,2,110
8169,ESCUELA RURAL HUYAR ALTO,CURACO DE VÉLEZ,1,1,1,46,10
8170,ESCUELA RURAL SAN JAVIER,CURACO DE VÉLEZ,1,1,1,46,10
8172,MICROCENTRO DE DIAGNOSTICO,CASTRO,3,0,3,0,0
8173,ESCUELA RURAL HUENAO,CURACO DE VÉLEZ,1,1,1,6,110
8174,LICEO BICENTENARIO INSULAR,QUINCHAO,1,0,1,754,10
8175,ESCUELA RURAL CAPILLA ANTIGUA,QUINCHAO,1,1,3,0,0
8176,ESCUELA RURAL LA CAPILLA,QUINCHAO,1,1,1,24,110
8177,ESCUELA RURAL OSTRICULTURA,QUINCHAO,1,1,1,39,110
8178,ESCUELA RURAL HUELMO,QUINCHAO,1,1,3,0,0
8179,ESCUELA RURAL FRANCISCO DE VILLAGRA,QUINCHAO,1,1,1,5,110
8180,ESCUELA RURAL ALAO,QUINCHAO,1,1,1,27,110
8181,ESCUELA RURAL METAHUE,QUINCHAO,1,1,1,21,10
8182,ESCUELA RURAL LA VILLA,QUINCHAO,1,1,1,12,110
8183,ESCUELA RURAL AMANECER 2000,QUINCHAO,1,1,1,9,110
8184,ESCUELA RURAL LLINGUA,QUINCHAO,1,1,1,13,110
8186,ESCUELA RURAL LOS PINOS,QUINCHAO,1,1,1,36,10
8187,ESCUELA RURAL EL TRANSITO,QUINCHAO,1,1,3,0,0
8188,ESCUELA RURAL LA CAPILLA,QUINCHAO,1,1,1,21,110
8189,ESCUELA RURAL TERESA CARDENAS DE PAREDES,QUINCHAO,1,1,1,84,10
8190,ESCUELA RURAL EL ESTERO,QUINCHAO,1,1,3,0,0
8191,ESCUELA RURAL SAN FRANCISCO,QUINCHAO,1,1,1,34,10
8193,ESCUELA RURAL COÑAB,QUINCHAO,1,1,3,0,0
8194,LICEO PARTICULAR RAMON FREIRE,QUINCHAO,3,0,1,474,10
8195,ESCUELA PUQUELDON,PUQUELDÓN,1,0,1,220,10
8196,ESCUELA DE CHULCHUY,PUQUELDÓN,1,1,3,0,0
8197,ESCUELA RURAL LAS LAGUNAS,PUQUELDÓN,1,1,1,7,110
8198,ESCUELA RURAL SAN JUAN DE LINCAY,PUQUELDÓN,1,1,1,3,110
8200,ESCUELA RURAL SAN AGUSTIN,PUQUELDÓN,1,1,1,11,110
8201,ESCUELA RURAL LAS CAMPANAS,PUQUELDÓN,1,1,1,40,10
8202,ESCUELA RURAL DETIF,PUQUELDÓN,1,1,1,29,10
8203,ESCUELA RURAL SANTA ROSA,PUQUELDÓN,1,1,1,46,110
8205,ESCUELA RURAL ICHUAC,PUQUELDÓN,1,1,1,47,10
8206,LICEO BICENTENARIO MANUEL JESUS ANDRADE BORQUEZ,CHONCHI,1,0,1,988,10
8207,ESCUELA RURAL NOTUCO,CHONCHI,1,1,1,66,110
8208,ESCUELA RURAL CURACO DE VILUPULLI,CHONCHI,1,1,1,23,110
8209,ESCUELA RURAL ALCALDEO DE RAUCO,CHONCHI,1,1,3,0,0
8210,ESCUELA RURAL QUITRIPULLI,CHONCHI,1,1,1,67,110
8211,ESCUELA RURAL HUILLINCO,CHONCHI,1,1,1,88,110
8212,ESCUELA RURAL PILPILEHUE,CHONCHI,1,1,3,0,0
8213,ESCUELA RURAL EL PULPITO,CHONCHI,1,1,1,25,110
8214,ESCUELA RURAL QUIAO,CHONCHI,1,1,3,0,0
8215,ESCUELA RURAL TARA,CHONCHI,1,1,3,0,0
8216,ESCUELA RURAL PUCATUE,CHONCHI,1,1,1,13,110
8217,ESCUELA RURAL TEUPA,CHONCHI,1,1,1,11,110
8219,ESCUELA RURAL PINDACO,CHONCHI,1,1,3,0,0
8220,ESCUELA RURAL CUCAO,CHONCHI,1,1,1,50,110
8222,ESCUELA RURAL NOTUE,CHONCHI,1,1,3,0,0
8223,ESCUELA RURAL QUILIPULLI,CHONCHI,1,1,3,0,0
8224,ESCUELA RURAL DICHAM,CHONCHI,1,1,3,0,0
8225,ESCUELA RURAL CANAN,CHONCHI,1,1,1,11,110
8226,ESCUELA RURAL QUINCHED,CHONCHI,1,1,1,6,110
8227,ESCUELA RURAL CHANQUIN,CHONCHI,1,1,1,27,110
8228,ESCUELA RURAL VILUPULLI,CHONCHI,1,1,1,11,110
8229,ESCUELA RURAL MELLEICO,CHONCHI,1,1,3,0,0
8230,ESCUELA RURAL RAUCO,CHONCHI,1,1,1,56,110
8231,ESCUELA RURAL TERAO,CHONCHI,1,1,1,21,110
8232,ESCUELA RURAL LOS PETANES,CHONCHI,1,1,3,0,0
8233,ESCUELA RURAL NATRI,CHONCHI,1,1,3,0,0
8234,ESCUELA RURAL MIRAFLORES,CHONCHI,1,1,1,7,110
8236,ESCUELA CHILHUE,QUEILÉN,1,0,1,194,10
8237,ESCUELA RURAL PAILDAD,QUEILÉN,1,1,1,5,110
8238,ESCUELA RURAL ALQUI,QUEILÉN,1,1,1,0,0
8239,ESCUELA RURAL INSTITUTO CORFO-PUREO,QUEILÉN,1,1,1,3,110
8240,ESCUELA RURAL VILLA MARITIMA,QUEILÉN,1,1,3,0,0
8241,ESCUELA RURAL ALVARO VARGAS MIRANDA,QUEILÉN,1,1,1,175,10
8242,ESCUELA RURAL EL MALLIN,QUEILÉN,1,1,2,0,0
8243,ESCUELA RURAL JUAN BAUTISTA CHIGUAY,QUEILÉN,1,1,1,18,110
8244,ESCUELA RURAL DIAZ-LIRA,QUEILÉN,1,1,1,3,110
8245,ESCUELA RURAL RIO AITUY,QUEILÉN,1,1,3,0,0
8246,ESCUELA RURAL NEPUE,QUEILÉN,1,1,1,13,110
8247,ESCUELA RURAL JUAN ANTONIO VERA DIAZ,QUEILÉN,1,1,1,34,110
8248,ESCUELA RURAL LELBUN,QUEILÉN,1,1,3,0,0
8251,ESCUELA RURAL SAN JOSE DE TRANQUI,QUEILÉN,1,1,1,10,110
8253,ESCUELA RURAL LOS CISNES,QUEILÉN,1,1,2,0,0
8254,ESCUELA RURAL DETICO,QUEILÉN,1,1,1,6,110
8255,LICEO RAYEN MAPU,QUELLÓN,1,0,1,479,310
8256,ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ,QUELLÓN,1,0,1,465,10
8257,ESCUELA RURAL SAN ANTONIO DE CHADMO,QUELLÓN,1,1,1,5,110
8258,ESCUELA RURAL RIO MAULE,QUELLÓN,1,1,1,4,110
8259,ESCUELA RURAL CHANCO,QUELLÓN,1,1,2,0,0
8260,ESCUELA RURAL QUILEN,QUELLÓN,1,1,1,5,110
8261,ESCUELA RURAL CHADMO CENTRAL,QUELLÓN,1,1,1,20,110
8262,ESCUELA RURAL COLCAO,QUELLÓN,1,1,1,3,110
8263,ESCUELA RURAL JOSE SANTOS LINCOMAN INAICHEO,QUELLÓN,1,1,1,37,110
8264,ESCUELA RURAL ADELA GARCIA GARCIA,QUELLÓN,1,1,1,127,10
8265,ESCUELA RURAL COCAUQUE,QUELLÓN,1,1,1,3,110
8267,ESCUELA RURAL HUELPUN,QUELLÓN,1,1,1,5,110
8268,ESCUELA RURAL OQUELDAN,QUELLÓN,1,1,1,19,110
8269,ESCUELA RURAL LASTENIA OYARZUN ANDRADE,QUELLÓN,1,1,1,22,110
8270,ESCUELA RURAL PELU,QUELLÓN,1,1,1,0,0
8271,ESCUELA RURAL PUNTA PAULA,QUELLÓN,1,1,1,4,110
8272,ESCUELA RURAL SANTA ROSA,QUELLÓN,1,1,2,0,0
8273,ESCUELA RURAL COINCO ALTO,QUELLÓN,1,1,2,0,0
8274,ESCUELA RURAL CANDELARIA,QUELLÓN,1,1,1,16,110
8275,ESCUELA RURAL TRINCAO,QUELLÓN,1,1,1,8,110
8276,ESCUELA RURAL PIEDRA BLANCA,QUELLÓN,1,1,1,6,110
8277,ESCUELA RURAL SAN JUAN,QUELLÓN,1,1,3,0,0
8278,ESCUELA RURAL YELCHO,QUELLÓN,1,1,1,8,110
8279,ESCUELA RURAL ORATORIO,QUELLÓN,1,1,3,0,0
8280,ESCUELA RURAL CARMEN DOLORES MUÑOZ,QUELLÓN,1,1,2,0,0
8281,ESCUELA RURAL CHAIGUAO,QUELLÓN,1,1,1,7,110
8282,ESCUELA RURAL RIO CHALLACO,QUELLÓN,1,1,3,0,0
8284,ESCUELA RURAL COINCO,QUELLÓN,1,1,1,86,10
8285,ESCUELA RURAL AGUA FRESCA,QUELLÓN,1,1,1,4,110
8286,ESCUELA RURAL SAN ANTONIO,QUELLÓN,1,1,1,4,110
8287,ESCUELA RURAL AUCHAC,QUELLÓN,1,1,1,22,110
8288,ESCUELA RURAL YALDAD,QUELLÓN,1,1,1,58,10
8289,ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS,QUELLÓN,1,1,1,166,10
8290,ESCUELA RURAL KUME RUKA WEKETRUMAO,QUELLÓN,1,1,1,45,10
8292,LICEO ITALIA,CHAITÉN,2,0,2,0,0
8293,ESCUELA RURAL NAYAHUE,CHAITÉN,2,1,1,1,110
8294,ESCUELA RURAL AUTENI,CHAITÉN,2,1,1,4,110
8295,ESCUELA RURAL CHUIT,CHAITÉN,2,1,1,9,110
8296,ESCUELA RURAL NUEVA ESPERANZA,CHAITÉN,2,1,1,7,110
8298,ESCUELA RURAL TALCAN,CHAITÉN,2,1,3,0,0
8299,ESCUELA RURAL CASA DE PESCA,CHAITÉN,2,1,1,7,110
8300,ESCUELA RURAL LOYOLA,CHAITÉN,2,1,1,4,110
8301,ESCUELA RURAL BUILL,CHAITÉN,2,1,1,29,110
8303,ESCUELA RURAL CHUMELDEN,CHAITÉN,2,1,1,4,110
8304,ESCUELA RURAL RIO AMARILLO,CHAITÉN,2,1,1,8,110
8305,ESCUELA RURAL CHANA,CHAITÉN,2,1,1,4,110
8306,ESCUELA RURAL VALLE EL FRIO,CHAITÉN,2,1,1,14,110
8307,ESCUELA RURAL HUEQUE,CHAITÉN,2,1,1,12,110
8308,ESCUELA RURAL POYO,CHAITÉN,2,1,1,10,110
8309,LICEO PENINSULAR AYACARA,CHAITÉN,2,1,1,154,10
8310,COLEGIO MAURICIO HITCHCOCK,HUALAIHUÉ,2,1,1,350,10
8311,ESCUELA RURAL AULEN,HUALAIHUÉ,2,1,1,55,110
8312,ESCUELA RURAL PICHICOLO,HUALAIHUÉ,2,1,1,11,110
8313,ESCUELA RURAL CATARATAS DEL ALERCE,HUALAIHUÉ,2,1,1,66,10
8314,ESCUELA RURAL CANDELARIA,HUALAIHUÉ,2,1,1,7,110
8315,ESCUELA RURAL SAN PEDRO,HUALAIHUÉ,2,1,1,8,110
8317,ESCUELA RURAL LA POZA CONTAO,HUALAIHUÉ,2,1,1,3,110
8318,ESCUELA RURAL QUILDACO BAJO,HUALAIHUÉ,2,1,1,7,110
8319,ESCUELA RURAL VALLE HERMOSO,HUALAIHUÉ,2,1,1,2,110
8320,ESCUELA RURAL MANIHUEICO,HUALAIHUÉ,2,1,1,4,110
8321,ESCUELA RURAL CALETA EL MANZANO,HUALAIHUÉ,2,1,1,66,110
8322,ESCUELA RURAL HUINAY,HUALAIHUÉ,2,1,1,0,0
8323,ESCUELA RURAL N.745 SEMILLERO,HUALAIHUÉ,2,1,1,99,10
8324,ESCUELA RURAL QUETEN,HUALAIHUÉ,2,1,1,2,110
8325,ESCUELA ANTUPIREN,HUALAIHUÉ,2,1,1,318,10
8326,ESCUELA RURAL SAN FRANCISCO,HUALAIHUÉ,2,1,1,4,110
8327,ESCUELA RURAL QUIACA,HUALAIHUÉ,2,1,1,1,110
8328,ESCUELA RURAL JUAN FRANCISCO MALDONADO BARRÍA,HUALAIHUÉ,2,1,1,1,110
8329,ESCUELA RURAL CORDILLERA NEVADA,HUALAIHUÉ,2,1,1,35,110
8330,ESCUELA PARTICULAR N.252 AULEN,HUALAIHUÉ,3,1,3,0,0
8331,LICEO BICENTENARIO FUTALEUFU,FUTALEUFÚ,2,1,1,460,10
8334,ESCUELA RURAL EL ESPOLON,FUTALEUFÚ,2,1,1,9,110
8335,ESCUELA RURAL RIO AZUL,FUTALEUFÚ,2,1,1,8,110
8336,ESCUELA RURAL EL LIMITE,FUTALEUFÚ,2,1,1,46,110
8337,ESCUELA RURAL LAS ESCALAS,FUTALEUFÚ,2,1,1,17,110
8338,ESCUELA RURAL LONCONAO,FUTALEUFÚ,2,1,1,12,110
8339,COLEGIO ROBERTO WHITE GESELL,PALENA,2,1,1,285,10
8340,ESCUELA RURAL RIO MALITO,PALENA,2,1,1,6,110
8341,ESCUELA RURAL FRONTERIZA,PALENA,2,1,1,9,110
8342,ESCUELA RURAL PUERTO RAMIREZ,PALENA,2,1,1,5,110
8344,ESCUELA RURAL LA CASCADA,PALENA,2,1,1,3,110
8345,LICEO JOSEFINA AGUIRRE MONTENEGRO,COYHAIQUE,6,0,1,360,110
8346,ESCUELA VICTOR DOMINGO SILVA,COYHAIQUE,6,0,1,177,10
8348,ESCUELA BAQUEDANO,COYHAIQUE,6,0,1,408,10
8349,ESCUELA PEDRO QUINTANA MANSILLA,COYHAIQUE,6,0,1,556,10
8351,ESCUELA DIFERENCIAL ESPANA,COYHAIQUE,6,0,1,104,212
8352,LICEO TECNICO PROFESIONAL PROFESOR RICARDO NAVARRETE BARRIA,COYHAIQUE,6,0,1,320,10
8353,ESCUELA NIEVES DEL SUR,COYHAIQUE,6,0,1,179,10
8354,ESCUELA RURAL PABLO CEA VASQUEZ,COYHAIQUE,6,1,1,16,110
8355,ESCUELA RURAL PABLO NERUDA,COYHAIQUE,6,1,1,40,10
8356,ESCUELA RURAL RIO BLANCO,COYHAIQUE,6,1,1,47,10
8357,ESCUELA RURAL VALLE SIMPSON,COYHAIQUE,6,1,1,128,10
8358,ESCUELA JOSE ANTOLIN SILVA ORMENO,COYHAIQUE,6,1,1,85,10
8360,ESCUELA RIO CLARO,COYHAIQUE,6,1,3,0,0
8361,ESCUELA RURAL VALLE DE LA LUNA,COYHAIQUE,6,1,1,40,10
8362,ESCUELA RURAL ARROYO EL GATO,COYHAIQUE,6,1,1,15,110
8363,ESCUELA RURAL FRAY CAMILO HENRIQUEZ,COYHAIQUE,6,1,3,0,0
8365,LICEO SAN FELIPE BENICIO DE COYHAIQUE,COYHAIQUE,3,0,1,1055,110
8366,COLEGIO LYON COLLEGE,COYHAIQUE,3,0,1,240,10
8367,COLEGIO MATER DEI DE COYHAIQUE,COYHAIQUE,3,0,1,1052,10
8368,ESCUELA PARTICULAR SAN JOSE OBRERO,COYHAIQUE,3,0,1,385,10
8369,LICEO BICENTENARIO AGRICOLA E INDUSTRIAL DE LA PATAGONIA,COYHAIQUE,5,0,1,249,510
8370,ESCUELA MUNICIPAL VILLA AMENGUAL,LAGO VERDE,6,1,1,5,110
8371,ESC.CON INTERNADO JOSE MIGUEL CARRERA,LAGO VERDE,6,1,1,27,110
8372,ESCUELA RURAL CON INTERNADO LA TAPERA,LAGO VERDE,6,1,1,22,110
8373,ESCUELA RURAL SOBERANIA RIO CISNES,LAGO VERDE,6,1,1,0,0
8374,ESCUELA DESPERTAR,AYSÉN,6,0,1,68,212
8375,LICEO POLITECNICO DE AYSEN,AYSÉN,6,0,1,382,110
8376,ESCUELA BASICA MUNICIPAL POETISA GABRIELA MISTRAL,AYSÉN,6,0,1,353,10
8377,ESCUELA AYSEN,AYSÉN,6,0,1,170,10
8379,ESCUELA PEDRO AGUIRRE CERDA,AYSÉN,6,1,1,82,10
8380,LICEO MANIHUALES,AYSÉN,6,0,1,355,10
8382,ESCUELA CARLOS CONDELL,AYSÉN,6,1,1,49,10
8384,ESCUELA ALMIRANTE SIMPSON,AYSÉN,6,0,1,147,10
8385,ESCUELA GENERAL LUIS MARCHANT GONZALEZ,AYSÉN,6,1,2,0,0
8386,ESCUELA RURAL LOS TORREONES,AYSÉN,6,1,3,0,0
8388,ESCUELA GUIDO GOMEZ MUNOZ,CISNES,6,0,1,406,10
8389,ESCUELA AMANDA LABARCA HUBERSTONE,CISNES,6,1,1,24,110
8390,ESCUELA HAMBURGO,CISNES,6,1,1,69,10
8391,ESCUELA EUSEBIO IBAR SCHEPELER,CISNES,6,1,1,289,10
8392,LICEO MELINKA,GUAITECAS,6,1,1,276,10
8393,ESCUELA DE REPOLLAL,GUAITECAS,6,1,1,14,110
8394,LICEO BICENTENARIO LUISA RABANAL PALMA,CHILE CHICO,6,1,1,374,110
8397,ESCUELA TULIO BURGOS RIVERA,CHILE CHICO,6,1,1,12,110
8398,ESC. LIBERTADOR BERNARDO O´HIGGINS RIQUELME,CHILE CHICO,6,1,1,60,10
8399,ESCUELA DE PUERTO BERTRAND,CHILE CHICO,6,1,1,8,110
8401,ESCUELA GABRIELA MISTRAL,RÍO IBÁÑEZ,6,1,1,62,10
8403,LICEO BICENTENARIO RURAL CERRO CASTILLO,RÍO IBÁÑEZ,6,1,1,125,10
8404,ESCUELA AONIKENK,RÍO IBÁÑEZ,6,1,1,131,10
8405,ESCUELA RURAL CARRETERA AUSTRAL,RÍO IBÁÑEZ,6,1,1,28,110
8407,ESCUELA MARIA ANTONIETA PARRA MONSALVE,RÍO IBÁÑEZ,6,1,1,7,110
8408,ESC. BASICA HERNAN MERINO CORREA,COCHRANE,6,1,1,401,10
8409,LICEO PIONEROS DEL SUR,O'HIGGINS,6,1,1,123,10
8410,ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO,TORTEL,6,1,1,76,10
8411,LICEO BICENTENARIO POLITECNICO LUIS CRUZ MARTINEZ,NATALES,6,0,1,422,410
8412,ESCUELA LIB. BERNARDO O´HIGGINS R.,NATALES,6,0,1,585,10
8413,ESCUELA CORONEL SANTIAGO BUERAS,NATALES,6,0,1,402,10
8415,ESCUELA CAPITAN JUAN LADRILLERO,NATALES,6,0,1,440,10
8416,ESC. DIF. NICOLAS MLADINIC DOBRONIC,NATALES,6,0,1,25,212
8417,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,NATALES,6,0,1,216,10
8419,ESC. PROF. MIGUEL S. MONTECINOS C.,NATALES,6,1,1,12,110
8420,ESC. DE CONCENTRACION FRONTERIZA DOROTEA,NATALES,6,1,1,15,10
8421,LICEO SALESIANO MONSEÑOR FAGNANO,NATALES,3,0,1,1009,10
8422,LICEO BICENTENARIO MARIA MAZZARELLO,NATALES,3,0,1,454,10
8423,ESC.HOGAR MUN.FRONTERIZA RAMON SERRANO M,TORRES DEL PAINE,6,1,1,17,110
8424,INSTITUTO SUPERIOR DE COMERCIO LICEO BICENTENARIO,PUNTA ARENAS,6,0,1,523,110
8425,LICEO POLIVALENTE MARIA BEHETY DE MENENDEZ,PUNTA ARENAS,6,0,1,362,310
8426,COLEGIO ANDINO,PUNTA ARENAS,6,0,1,68,165
8427,LICEO INDUSTRIAL ARMANDO QUEZADA ACHARAN,PUNTA ARENAS,6,0,1,386,510
8429,LICEO LUIS ALBERTO BARRERA,PUNTA ARENAS,6,0,1,597,310
8430,LICEO POLIVALENTE SARA BRAUN,PUNTA ARENAS,6,0,1,299,310
8432,CENTRO DE EDUC.INTEGRAL DE ADULTOS CEIA.,PUNTA ARENAS,6,0,1,177,165
8433,ESCUELA LIBERTADOR CAP GRAL BDO OHIGGINS,PUNTA ARENAS,6,0,1,311,10
8434,ESCUELA ESPANA,PUNTA ARENAS,6,0,1,440,10
8435,ESCUELA DIECIOCHO DE SEPTIEMBRE,PUNTA ARENAS,6,0,1,355,10
8436,ESCUELA PORTUGAL,PUNTA ARENAS,6,0,1,240,10
8437,ESC. CAPITAN ARTURO PRAT CHACON,PUNTA ARENAS,6,0,1,158,10
8438,ESCUELA REPUBLICA DE CROACIA,PUNTA ARENAS,6,0,1,498,10
8439,ESCUELA JUAN WILLIAMS,PUNTA ARENAS,6,0,1,494,10
8440,ESCUELA CAPITAN ARTURO PRAT CHACON,PUNTA ARENAS,6,0,3,0,0
8441,ESCUELA HERNANDO DE MAGALLANES,PUNTA ARENAS,6,0,1,495,10
8442,ESCUELA PEDRO PABLO LEMAITRE,PUNTA ARENAS,6,0,1,835,10
8443,ESCUELA ESPECIAL ROTARIO PAUL HARRIS,PUNTA ARENAS,6,0,1,82,212
8444,ESCUELA PATAGONIA,PUNTA ARENAS,6,0,1,514,10
8446,ESCUELA REPUBLICA DEL PARAGUAY,PUNTA ARENAS,6,0,3,0,0
8447,ESCUELA AGUA FRESCA,PUNTA ARENAS,6,1,3,0,0
8448,ESCUELA PEDRO SARMIENTO DE GAMBOA,PUNTA ARENAS,6,0,1,167,10
8449,ESCUELA ELBA OJEDA GOMEZ,PUNTA ARENAS,6,0,1,239,10
8450,ESCUELA DELLAMIRA REBECA AGUILAR,PUNTA ARENAS,6,0,1,71,10
8452,ESCUELA DE PUERTO HARRIS,PUNTA ARENAS,6,1,1,42,10
8453,ESCUELA ESTANCIA ESMERALDA,PUNTA ARENAS,6,0,3,0,0
8454,INSTITUTO DON BOSCO,PUNTA ARENAS,3,0,1,1096,10
8455,LICEO MARIA AUXILIADORA,PUNTA ARENAS,3,0,1,915,10
8456,ESCUELA TECNICA SAGRADA FAMILIA,PUNTA ARENAS,3,0,3,0,0
8457,INSTITUTO SAGRADA FAMILIA,PUNTA ARENAS,3,0,1,697,10
8458,ESCUELA PARTICULAR LA MILAGROSA,PUNTA ARENAS,3,0,1,1247,10
8460,LICEO SALESIANO SAN JOSE,PUNTA ARENAS,4,0,3,0,0
8463,THE BRITISH SCHOOL,PUNTA ARENAS,4,0,1,779,10
8464,COLEGIO ALEMAN,PUNTA ARENAS,4,0,1,728,10
8467,BERNARDO DE BRUYNE,RÍO VERDE,6,1,1,6,10
8468,ESCUELA DIEGO PORTALES,LAGUNA BLANCA,6,1,1,25,10
8470,ESCUELA PUNTA DELGADA,SAN GREGORIO,6,1,1,28,10
8473,ESCUELA POSESION,SAN GREGORIO,6,1,3,0,0
8474,LICEO BICENTENARIO HERNANDO DE MAGALLANES,PORVENIR,6,0,1,416,310
8475,ESCUELA LIBERTADOR BDO. O´HIGGINS R.,PORVENIR,6,0,1,523,10
8478,ESC. PARTICULAR MARIA AUXILIADORA,PORVENIR,3,0,3,0,0
8479,ESCUELA CERRO SOMBRERO,PRIMAVERA,6,1,1,58,10
8480,ESCUELA CULLEN,PRIMAVERA,6,0,3,0,0
8482,ESCUELA IGNACIO CARRERA PINTO,TIMAUKEL,6,1,1,21,10
8483,LICEO BICENTENARIO DONALD MC-INTYRE GRIFFITHS,CABO DE HORNOS,6,0,1,415,10
8484,ESCUELA PUERTO TORO,CABO DE HORNOS,6,1,1,4,110
8485,LICEO INSTITUTO NACIONAL,SANTIAGO,2,0,1,3155,110
8486,ESCUELA VILLA LAS ESTRELLAS,ANTÁRTICA,2,0,1,0,0
8487,LICEO JAVIERA CARRERA,SANTIAGO,2,0,1,2386,110
8488,LICEO N° 4 BICENTENARIO ISAURA DINATOR,SANTIAGO,2,0,1,204,110
8489,LICEO 6 BICENTENARIO TERESA PRATS,SANTIAGO,2,0,1,268,110
8490,LICEO NRO 2 MIGUEL LUIS AMUNATEGUI,SANTIAGO,2,0,1,567,110
8491,LICEO DE APLICACION RECTOR JORGE E SCHNE,SANTIAGO,2,0,1,777,110
8492,LICEO MANUEL BARROS BORGONO,SANTIAGO,2,0,1,496,110
8494,LICEO A-1 VALENTIN LETELIER,RECOLETA,2,0,1,1042,110
8495,LICEO CONFEDERACION SUIZA,SANTIAGO,2,0,1,282,310
8496,LICEO JOSÉ DE SAN MARTIN,SANTIAGO,2,0,1,407,310
8497,LICEO GABRIELA MISTRAL,INDEPENDENCIA,2,0,1,1105,10
8498,LICEO DARIO SALAS,SANTIAGO,2,0,1,1288,110
8499,INTERNADO NACIONAL BARROS ARANA,SANTIAGO,2,0,1,811,110
8500,LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS,SANTIAGO,2,0,1,701,310
8501,LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA,SANTIAGO,2,0,1,566,110
8502,LICEO COMERCIAL LUIS CORREA PRIETO,RECOLETA,5,0,1,638,310
8503,INST.SUP.DE COMERCIO EDUARDO FREI M.,SANTIAGO,2,0,1,1250,110
8504,LICEO TECNICO A N° 27 CLELIA CLAVEL DINAT,SANTIAGO,5,0,1,712,310
8505,LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,SANTIAGO,5,0,1,754,310
8506,INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ,SANTIAGO,5,0,1,912,310
8507,LICEO COMERCIAL JOAQUIN VERA MORALES,SANTIAGO,5,0,1,1083,310
8508,LICEO POLIVALENTE JUAN A.RIOS,QUINTA NORMAL,2,0,1,451,310
8510,LICEO PAULA JARAQUEMADA,RECOLETA,2,0,1,375,310
