RBD,acciones,estim_total,estim_sep,pct_completas,avance_min,avance_max,porc_ben,montos_extremos,faltantes_sep,duplicados,nombre_pme,NOM_RBD,NOM_COM_RBD,COD_DEPE,RURAL_RBD,ESTADO_ESTAB,MAT_TOTAL,ENS_01,_merge,estim_por_alumno,elegible
1900,8,31800000,31800000.0,0.0,53.125,77.125,93.2,0,0,0,ESCUELA LOS MOLLES DE MARGA MARGA,ESCUELA LOS MOLLES DE MARGA MARGA,QUILPUÉ,1,1,1,59,10,both,538983.0508474576,True
1901,8,21800000,21800000.0,0.125,78.125,99.125,87.3,0,0,0,ESCUELA SANTIAGO BUERAS,ESCUELA SANTIAGO BUERAS,QUILPUÉ,1,1,1,71,10,both,307042.25352112675,True
1906,13,35700000,25700000.0,0.8461538461538461,94.23076923076923,97.92307692307692,91.7,0,0,0,ESCUELA DELFINA ALARCON HENRIQUEZ,ESCUELA DELFINA ALARCON HENRIQUEZ,QUILPUÉ,1,1,1,36,10,both,991666.6666666666,True
1911,9,307500000,307500000.0,0.6666666666666666,91.66666666666667,99.66666666666667,61.8,0,0,0,COLEGIO CREP,COLEGIO CREP,QUILPUÉ,3,0,1,526,10,both,584600.7604562738,True
1917,22,55900000,55900000.0,1.0,100.0,100.0,85.3,0,0,0,ESCUELA PARTICULAR EXEQUIEL PUELMA SILVA,ESCUELA PARTICULAR EXEQUIEL PUELMA SILVA,QUILPUÉ,3,0,1,170,10,both,328823.5294117647,True
1918,19,455188248,455188248.0,0.05263157894736842,56.68421052631579,79.3157894736842,83.9,0,0,0,COLEGIO LOS LEONES DE QUILPUE,COLEGIO LOS LEONES DE QUILPUE,QUILPUÉ,3,0,1,948,10,both,480156.37974683545,True
1919,17,109750000,109750000.0,0.17647058823529413,73.52941176470588,93.29411764705883,32.9,0,0,0,COLEGIO H. F. CAMILO HENRIQUEZ,COLEGIO H. F. CAMILO HENRIQUEZ,QUILPUÉ,3,0,1,563,10,both,194937.83303730018,True
1923,18,349003660,349003660.0,0.8888888888888888,94.44444444444444,97.11111111111111,90.3,0,0,0,COLEGIO CRISTIANO DE QUILPUE,COLEGIO CRISTIANO DE QUILPUE,QUILPUÉ,3,0,1,670,10,both,520900.98507462686,True
1924,8,72000000,72000000.0,0.875,96.875,99.875,88.5,0,0,0,ESCUELA PARTICULAR INFANTES DEL SOL,ESCUELA PARTICULAR INFANTES DEL SOL,QUILPUÉ,3,0,1,182,10,both,395604.3956043956,True
1930,19,296000000,150000000.0,0.8947368421052632,96.05263157894737,98.57894736842105,92.1,0,0,0,ABRAHAM LINCOLN MEMORIAL COLLEGE,ABRAHAM LINCOLN MEMORIAL COLLEGE,QUILPUÉ,3,0,1,229,10,both,1292576.4192139737,True
1931,24,34280000,34280000.0,0.9166666666666666,97.91666666666667,99.91666666666667,94.5,0,0,0,KING EDWARD SCHOOL,KING EDWARD SCHOOL,QUILPUÉ,3,0,1,55,10,both,623272.7272727273,True
1932,8,48000000,38000000.0,0.625,90.625,99.625,90.9,0,0,0,COLEGIO PANAL II,COLEGIO PANAL II,QUILPUÉ,3,0,1,44,10,both,1090909.0909090908,True
1934,9,552000000,540000000.0,0.4444444444444444,86.11111111111111,99.44444444444444,86.0,0,0,0,COLEGIO ESPERANZA,COLEGIO ESPERANZA,QUILPUÉ,3,0,1,1189,10,both,464255.677039529,True
1941,26,182300000,168300000.0,0.11538461538461539,52.0,71.3076923076923,62.1,0,0,0,COLEGIO EL BELLOTO,COLEGIO EL BELLOTO,QUILPUÉ,3,0,1,676,10,both,269674.5562130177,True
1958,14,131500000,78000000.0,0.0,48.285714285714285,68.78571428571429,71.9,0,0,0,LICEO TECNOLOGICO VILLA ALEMANA,LICEO TECNOLOGICO VILLA ALEMANA,VILLA ALEMANA,1,0,1,417,165,both,315347.72182254196,True
1959,13,0,0.0,0.15384615384615385,69.23076923076923,89.53846153846153,90.5,0,0,0,WINDMILL COLLEGE,WINDMILL COLLEGE,VILLA ALEMANA,1,0,1,401,10,both,0.0,True
1961,9,85000000,85000000.0,0.1111111111111111,66.66666666666667,88.0,86.5,0,0,0,ESCUELA LATINA INES GALLARDO ORELLANA,ESCUELA LATINA INES GALLARDO ORELLANA,VILLA ALEMANA,1,0,1,245,10,both,346938.7755102041,True
1963,14,714302984,223809624.0,1.0,100.0,100.0,92.5,0,0,0,ESCUELA BASICA DIEGO BARROS ARANA,ESCUELA BASICA DIEGO BARROS ARANA,VILLA ALEMANA,1,0,1,227,10,both,3146709.18061674,True
1965,8,122800000,122800000.0,0.75,93.75,99.75,93.8,0,0,0,COLEGIO ITALO COMPOSTO SCARPATI,COLEGIO ITALO COMPOSTO SCARPATI,VILLA ALEMANA,1,0,1,209,10,both,587559.8086124402,True
1966,13,92000000,82000000.0,0.9230769230769231,96.15384615384616,98.0,89.4,0,0,0,ESCUELA BASICA CATALUNYA,ESCUELA BASICA CATALUNYA,VILLA ALEMANA,1,0,1,255,10,both,360784.3137254902,True
1967,24,718100000,706100000.0,0.4583333333333333,82.29166666666667,95.29166666666667,91.1,0,0,0,LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM,LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM,VILLA ALEMANA,1,0,1,1476,10,both,486517.61517615174,True
1968,29,65274602,48849170.0,0.6896551724137931,87.06896551724138,94.51724137931035,94.0,0,0,0,ESCUELA MELVIN JONES,ESCUELA MELVIN JONES,VILLA ALEMANA,1,0,1,117,110,both,557902.5811965812,True
1969,11,360000000,180000000.0,0.8181818181818182,95.45454545454545,99.81818181818181,92.8,0,0,0,COLEGIO CHARLES DARWIN,COLEGIO CHARLES DARWIN,VILLA ALEMANA,1,0,1,415,10,both,867469.8795180722,True
1970,11,724600000,224600000.0,0.0,70.45454545454545,94.45454545454545,95.8,0,0,0,ESCUELA DIEGO PORTALES,ESCUELA DIEGO PORTALES,VILLA ALEMANA,1,0,1,260,10,both,2786923.076923077,True
1972,10,30000000,0.0,0.7,77.6,84.7,0.0,0,0,0,ESCUELA DE EDUC. DIFERENCIAL NUEVO AMANECER,ESCUELA DE EDUC. DIFERENCIAL NUEVO AMANECER,VILLA ALEMANA,1,0,1,94,212,both,319148.93617021275,True
1975,10,125260000,113260000.0,0.8,95.0,99.8,94.9,0,0,0,ESCUELA JUAN BAUTISTA ALBERDI,ESCUELA JUAN BAUTISTA ALBERDI,VILLA ALEMANA,1,0,1,236,10,both,530762.7118644068,True
1977,17,531541516,521541516.0,0.058823529411764705,60.35294117647059,82.88235294117646,55.5,0,0,0,COLEGIO NACIONAL,COLEGIO NACIONAL,VILLA ALEMANA,3,0,1,1961,10,both,271056.3569607343,True
1980,20,311400000,311400000.0,0.75,83.75,87.35,92.2,0,0,0,COLEGIO PARTICULAR JEAN PIAGET,COLEGIO PARTICULAR JEAN PIAGET,VILLA ALEMANA,3,0,1,463,10,both,672570.1943844493,True
1985,11,73200000,73200000.0,0.5454545454545454,86.36363636363636,97.27272727272727,93.9,0,0,0,CENTRO INFANTIL EL BUEN CAMINO,CENTRO INFANTIL EL BUEN CAMINO,VILLA ALEMANA,3,0,1,115,110,both,636521.7391304348,True
1987,21,323500000,200000000.0,0.047619047619047616,50.142857142857146,72.85714285714286,80.5,0,0,0,COLEGIO NUEVO CHILENO BRITANICO,COLEGIO NUEVO CHILENO BRITANICO,VILLA ALEMANA,3,0,1,349,10,both,926934.0974212034,True
1996,19,303339000,245339000.0,0.8947368421052632,96.05263157894737,98.57894736842105,86.0,0,0,0,LICEO MANUEL DE SALAS,LICEO MANUEL DE SALAS,CASABLANCA,2,0,1,648,310,both,468115.74074074073,True
1997,23,358800000,358800000.0,0.9130434782608695,93.47826086956522,94.52173913043478,93.8,0,0,0,ESCUELA DOMINGO ORTIZ DE ROZAS,ESCUELA DOMINGO ORTIZ DE ROZAS,CASABLANCA,2,0,1,466,10,both,769957.0815450643,True
1998,28,283027358,283027358.0,0.35714285714285715,68.75,82.46428571428571,90.4,0,0,0,ESCUELA ARTURO ECHAZARRETA LARRAIN,ESCUELA ARTURO ECHAZARRETA LARRAIN,CASABLANCA,2,0,1,301,10,both,940290.2259136213,True
1999,28,384100000,338300000.0,0.42857142857142855,78.57142857142857,92.28571428571429,73.7,0,0,0,ESCUELA MANUEL BRAVO REYES,ESCUELA MANUEL BRAVO REYES,CASABLANCA,2,0,1,441,10,both,870975.0566893424,True
2003,26,65168007,54168007.0,0.7307692307692307,84.73076923076923,91.07692307692308,80.0,0,0,0,ESCUELA SAN PEDRO DE QUINTAY,ESCUELA SAN PEDRO DE QUINTAY,CASABLANCA,2,0,1,95,10,both,685979.0210526315,True
2005,13,139236140,139236140.0,1.0,100.0,100.0,91.3,0,0,0,ESCUELA BASICA LAGUNILLAS,ESCUELA BASICA LAGUNILLAS,CASABLANCA,2,0,1,150,10,both,928240.9333333333,True
2007,12,154000000,154000000.0,0.0,41.666666666666664,65.66666666666667,87.8,0,0,0,COLEGIO PARTIC. JULIO MONTT SALAMANCA,COLEGIO PARTIC. JULIO MONTT SALAMANCA,CASABLANCA,3,0,1,386,10,both,398963.7305699482,True
2008,17,199437201,132305863.0,0.5294117647058824,85.29411764705883,96.58823529411765,94.8,0,0,0,ESCUELA PURISIMA DE LO VASQUEZ,ESCUELA PURISIMA DE LO VASQUEZ,CASABLANCA,3,0,1,211,110,both,945200.0047393364,True
2009,16,208098957,52098957.0,0.9375,98.4375,99.9375,88.0,0,0,0,COLEGIO INSULAR ROBINSON CRUSOE,COLEGIO INSULAR ROBINSON CRUSOE,JUAN FERNÁNDEZ,6,1,1,175,10,both,1189136.897142857,True
2011,25,0,0.0,0.44,86.0,99.44,0.0,0,0,0,ESCUELA ESPECIAL DIVINO MAESTRO,ESCUELA ESPECIAL DIVINO MAESTRO,SAN ANTONIO,2,0,1,37,212,both,0.0,True
2012,18,75500000,67500000.0,0.2222222222222222,76.38888888888889,95.05555555555556,94.9,0,0,0,PROFESOR JUAN DANTE PARRAGUEZ ARELLANO,PROFESOR JUAN DANTE PARRAGUEZ ARELLANO,SAN ANTONIO,2,0,1,370,310,both,204054.05405405405,True
2013,18,494000000,247000000.0,0.3333333333333333,76.38888888888889,92.38888888888889,87.9,0,0,0,INST.COMERCIAL MARITIMO PACIFICO SUR,INST.COMERCIAL MARITIMO PACIFICO SUR,SAN ANTONIO,2,0,1,777,110,both,635778.6357786357,True
2014,25,279000000,248000000.0,0.96,99.0,99.96,93.6,0,0,0,ESCUELA POETA PABLO NERUDA,ESCUELA POETA PABLO NERUDA,SAN ANTONIO,2,0,1,373,10,both,747989.2761394102,True
2017,15,114050000,28950000.0,0.0,73.33333333333333,97.33333333333333,82.2,0,0,0,ESCUELA VILLA LAS DUNAS,ESCUELA VILLA LAS DUNAS,SAN ANTONIO,2,0,1,230,10,both,495869.5652173913,True
2018,12,826500000,662000000.0,0.0,45.916666666666664,69.83333333333333,88.5,0,0,0,ESCUELA MOVILIZADORES PORTUARIOS,ESCUELA MOVILIZADORES PORTUARIOS,SAN ANTONIO,2,0,1,892,10,both,926569.5067264574,True
2019,17,333000000,233000000.0,1.0,100.0,100.0,85.7,0,0,0,COLEGIO ESPANA,COLEGIO ESPANA,SAN ANTONIO,2,0,1,419,10,both,794749.4033412888,True
2020,23,208570000,156570000.0,1.0,100.0,100.0,87.8,0,0,0,ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA,ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA,SAN ANTONIO,2,0,1,246,10,both,847845.5284552845,True
2021,17,417000000,282000000.0,0.058823529411764705,75.0,97.58823529411765,85.7,0,0,0,PADRE ANDRE COINDRE,PADRE ANDRE COINDRE,SAN ANTONIO,2,0,1,684,10,both,609649.1228070175,True
2022,24,310500000,122500000.0,0.08333333333333333,60.5,82.41666666666667,87.6,0,0,0,ESCUELA BASICA SAN JOSE DE CALASANZ,ESCUELA BASICA SAN JOSE DE CALASANZ,SAN ANTONIO,2,0,1,201,10,both,1544776.119402985,True
2023,30,217800000,118500000.0,0.16666666666666666,75.0,95.0,91.9,0,0,0,ESCUELA CRISTO DEL MAIPO,ESCUELA CRISTO DEL MAIPO,SAN ANTONIO,2,0,1,149,10,both,1461744.966442953,True
2024,14,139839067,58250000.0,0.14285714285714285,78.57142857142857,99.14285714285714,82.9,0,0,0,PROFESOR PEDRO VIVEROS ORMENO,PROFESOR PEDRO VIVEROS ORMENO,SAN ANTONIO,2,0,1,164,10,both,852677.237804878,True
2025,18,42500000,39500000.0,0.9444444444444444,94.44444444444444,94.44444444444444,91.4,0,0,0,ESCUELA PRE-BASICA PETER PAN,ESCUELA PRE-BASICA PETER PAN,SAN ANTONIO,2,0,1,58,10,both,732758.6206896552,True
2026,18,244200000,206200000.0,1.0,100.0,100.0,91.9,0,0,0,ESCUELA BASICA CERRO PLACILLA,ESCUELA BASICA CERRO PLACILLA,SAN ANTONIO,2,0,1,540,10,both,452222.22222222225,True
2027,24,58500000,49500000.0,0.20833333333333334,80.20833333333333,99.20833333333333,90.2,0,0,0,ESCUELA POETA HUIDOBRO,ESCUELA POETA HUIDOBRO,SAN ANTONIO,2,0,1,174,10,both,336206.8965517241,True
2028,18,19900000,16100000.0,0.2777777777777778,76.38888888888889,93.72222222222223,88.8,0,0,0,PARVULARIO RAYITO DE SOL,PARVULARIO RAYITO DE SOL,SAN ANTONIO,2,0,1,98,10,both,203061.22448979592,True
2035,17,178000000,58000000.0,1.0,100.0,100.0,95.0,0,0,0,COLEGIO AGRÍCOLA CUNCUMÉN GONZALO BARROS AMUNÁTEGUI,COLEGIO AGRÍCOLA CUNCUMÉN GONZALO BARROS AMUNÁTEGUI,SAN ANTONIO,2,1,1,202,10,both,881188.1188118812,True
2036,26,134100000,52600000.0,1.0,100.0,100.0,79.3,0,0,0,ESCUELA BASICA LEYDA,ESCUELA BASICA LEYDA,SAN ANTONIO,2,1,1,87,10,both,1541379.3103448276,True
2037,20,179700000,92200000.0,0.8,86.3,91.05,94.5,0,0,0,EDUARDO FERNANDEZ DE ASTURIAS,EDUARDO FERNANDEZ DE ASTURIAS,SAN ANTONIO,2,1,1,181,10,both,992817.679558011,True
2038,27,18500000,17000000.0,1.0,100.0,100.0,95.7,0,0,0,ESCUELA BASICA EL ASILO,ESCUELA BASICA EL ASILO,SAN ANTONIO,2,1,1,23,10,both,804347.8260869565,True
2040,29,527300000,527300000.0,1.0,100.0,100.0,92.0,0,0,0,LICEO NACIONAL DE LLO LLEO,LICEO NACIONAL DE LLO LLEO,SAN ANTONIO,3,0,1,903,10,both,583942.4141749723,True
2041,24,352900000,292800000.0,0.9583333333333334,98.95833333333333,99.95833333333333,85.6,0,0,0,LICEO SANTA TERESITA DE LLOLLEO,LICEO SANTA TERESITA DE LLOLLEO,SAN ANTONIO,3,0,1,716,10,both,492877.09497206705,True
2043,17,252200000,252200000.0,0.058823529411764705,72.05882352941177,94.6470588235294,97.2,0,0,0,INSTITUTO ERCILLA,INSTITUTO ERCILLA,SAN ANTONIO,3,0,1,462,10,both,545887.4458874459,True
2044,28,409676398,409676398.0,1.0,100.0,100.0,96.4,0,0,0,ESCUELA INDUSTRIAL SAN ANTONIO,ESCUELA INDUSTRIAL SAN ANTONIO,SAN ANTONIO,3,0,1,667,510,both,614207.4932533733,True
2047,11,272800000,272800000.0,1.0,100.0,100.0,92.1,0,0,0,COLEGIO PARTICULAR SARA CRUCHAGA,COLEGIO PARTICULAR SARA CRUCHAGA,SAN ANTONIO,3,0,1,522,10,both,522605.36398467433,True
2048,28,36400000,36400000.0,0.75,91.96428571428571,97.96428571428571,92.7,0,0,0,COLEGIO SAGRADA FAMILIA,COLEGIO SAGRADA FAMILIA,SAN ANTONIO,3,0,1,355,10,both,102535.21126760563,True
2049,23,285000000,244000000.0,1.0,100.0,100.0,37.8,0,0,0,COLEGIO FUND.EDUC. FERNANDEZ LEON,COLEGIO FUND.EDUC. FERNANDEZ LEON,SAN ANTONIO,3,0,1,624,10,both,456730.76923076925,True
2050,17,449500000,436000000.0,0.0,69.11764705882354,93.11764705882354,92.6,0,0,0,COLEGIO NUESTRA SENORA DE POMPEYA,COLEGIO NUESTRA SENORA DE POMPEYA,SAN ANTONIO,3,0,1,420,10,both,1070238.0952380951,True
2052,18,258100000,258100000.0,0.2777777777777778,81.94444444444444,99.27777777777777,90.7,0,0,0,COLEGIO PROVIDENCIA,COLEGIO PROVIDENCIA,SAN ANTONIO,3,0,1,398,10,both,648492.4623115578,True
2054,9,236000000,133000000.0,0.0,63.888888888888886,87.88888888888889,69.4,0,0,0,COLEGIO PART.GUILLERMO BLEST GANA,COLEGIO PART.GUILLERMO BLEST GANA,SAN ANTONIO,3,0,1,183,10,both,1289617.4863387977,True
2055,12,324000000,324000000.0,1.0,100.0,100.0,91.8,0,0,0,COLEGIO EL RETIRO,COLEGIO EL RETIRO,SAN ANTONIO,3,0,1,487,10,both,665297.7412731006,True
2064,19,195500000,49500000.0,0.9473684210526315,98.6842105263158,99.94736842105263,93.7,0,0,0,LICEO POETA VICENTE HUIDOBRO,LICEO POETA VICENTE HUIDOBRO,CARTAGENA,2,0,1,569,310,both,343585.237258348,True
2065,14,1415481483,430000000.0,0.9285714285714286,98.21428571428571,99.92857142857143,91.5,1,0,0,ESCUELA PRESIDENTE AGUIRRE CERDA,ESCUELA PRESIDENTE AGUIRRE CERDA,CARTAGENA,2,0,1,804,10,both,1760549.1082089553,True
2066,14,440000000,440000000.0,0.0,62.5,86.5,93.3,0,0,0,LICEO EUGENIA SUBERCASEAUX,LICEO EUGENIA SUBERCASEAUX,CARTAGENA,2,0,1,781,10,both,563380.2816901408,True
2068,15,56330438,56330438.0,0.2,58.4,75.93333333333334,92.3,0,0,0,ESCUELA CARMEN ROMERO AGUIRRE,ESCUELA CARMEN ROMERO AGUIRRE,CARTAGENA,2,1,1,142,10,both,396693.22535211267,True
2069,19,7519000,6019000.0,0.631578947368421,86.84210526315789,95.6842105263158,83.1,0,0,0,ESCUELA LO ZARATE,ESCUELA LO ZARATE,CARTAGENA,2,1,1,59,110,both,127440.67796610169,True
2071,10,3611120,3111120.0,0.8,90.0,94.8,93.0,0,0,0,ESCUELA BASICA SAN FRANCISCO,ESCUELA BASICA SAN FRANCISCO,CARTAGENA,2,1,1,43,10,both,83979.53488372093,True
2074,15,202000000,99000000.0,0.3333333333333333,83.33333333333333,99.33333333333333,95.8,0,0,0,ESCUELA BASICA LAS CRUCES,ESCUELA BASICA LAS CRUCES,EL TABO,2,0,1,455,10,both,443956.04395604396,True
2075,19,243000000,157000000.0,0.10526315789473684,64.52631578947368,85.94736842105263,92.5,0,0,0,COLEGIO EL TABO,COLEGIO EL TABO,EL TABO,2,0,1,901,10,both,269700.33296337404,True
2076,22,110500000,0.0,0.0,62.54545454545455,85.4090909090909,91.1,0,0,0,ESCUELA BASICA QUILLAYCILLO,ESCUELA BASICA QUILLAYCILLO,EL TABO,2,0,1,112,10,both,986607.1428571428,True
2078,30,423503982,423503982.0,0.13333333333333333,75.83333333333333,96.63333333333334,88.5,0,0,0,COMPLEJO EDUCACIONAL CLARA SOLOVERA,COMPLEJO EDUCACIONAL CLARA SOLOVERA,EL QUISCO,2,0,1,662,10,both,639734.1117824774,True
2079,34,295700000,295700000.0,0.0,75.0,99.0,90.5,0,0,0,ESCUELA POETA NERUDA DE ISLA NEGRA,ESCUELA POETA NERUDA DE ISLA NEGRA,EL QUISCO,2,0,1,421,10,both,702375.296912114,True
2081,25,350000000,350000000.0,0.04,71.0,94.04,89.8,0,0,0,ESCUELA EL TOTORAL,ESCUELA EL TOTORAL,EL QUISCO,2,1,1,354,10,both,988700.5649717514,True
2083,22,369950000,244850000.0,0.2727272727272727,81.81818181818181,99.27272727272727,89.6,0,0,0,ESC.PART. SAN MIGUEL ARCANGEL,ESC.PART. SAN MIGUEL ARCANGEL,EL QUISCO,3,0,1,443,10,both,835101.5801354402,True
2084,21,457500000,457500000.0,0.5714285714285714,85.71428571428571,94.85714285714286,84.5,0,0,0,COLEGIO CARLOS ALESSANDRI ALTAMIRANO,COLEGIO CARLOS ALESSANDRI ALTAMIRANO,ALGARROBO,2,0,1,1225,10,both,373469.387755102,True
2085,18,98000000,83000000.0,0.3333333333333333,58.388888888888886,71.66666666666667,79.0,0,0,0,ESCUELA BASICA RURAL EL YECO,ESCUELA BASICA RURAL EL YECO,ALGARROBO,2,1,1,186,10,both,526881.7204301076,True
2087,14,49500000,39500000.0,0.21428571428571427,76.78571428571429,95.64285714285714,86.9,0,0,0,ESCUELA BASICA RURAL SAN JOSE,ESCUELA BASICA RURAL SAN JOSE,ALGARROBO,2,1,1,122,10,both,405737.7049180328,True
2089,22,43700000,43700000.0,0.7272727272727273,89.77272727272727,96.31818181818181,75.6,0,0,0,ESCUELA PARTICULAR SAN JOSE,ESCUELA PARTICULAR SAN JOSE,ALGARROBO,3,1,1,86,10,both,508139.5348837209,True
2090,17,328450573,287234097.0,0.7647058823529411,89.70588235294117,95.3529411764706,90.2,0,0,0,COLEGIO TERESA DE LOS ANDES-ALGARROBO,COLEGIO TERESA DE LOS ANDES-ALGARROBO,ALGARROBO,3,0,1,559,10,both,587568.1091234348,True
2091,28,868000000,738000000.0,0.9642857142857143,98.21428571428571,99.07142857142857,80.1,0,0,0,COLEGIO BICENTENARIO PEOPLE HELP PEOPLE,COLEGIO BICENTENARIO PEOPLE HELP PEOPLE,SANTO DOMINGO,2,0,1,1178,10,both,736842.1052631579,True
2092,16,149500000,135000000.0,0.9375,98.4375,99.9375,83.1,0,0,0,ESCUELA EL CONVENTO,ESCUELA EL CONVENTO,SANTO DOMINGO,2,1,1,201,10,both,743781.0945273632,True
2093,15,9700000,9300000.0,0.8666666666666667,96.66666666666667,99.86666666666666,100.0,0,0,0,ESCUELA BUCALEMITO,ESCUELA BUCALEMITO,SANTO DOMINGO,2,1,1,14,110,both,692857.1428571428,True
2095,13,4500000,4500000.0,1.0,100.0,100.0,70.6,0,0,0,ESCUELA BASICA JUANITA FERNANDEZ S.,ESCUELA BASICA JUANITA FERNANDEZ S.,SANTO DOMINGO,2,1,1,17,110,both,264705.8823529412,True
2096,18,106500000,104500000.0,0.8333333333333334,94.44444444444444,98.44444444444444,80.9,0,0,0,ESCUELA BASICA CLAUDIO VICUNA,ESCUELA BASICA CLAUDIO VICUNA,SANTO DOMINGO,2,1,1,178,10,both,598314.6067415731,True
2099,18,238400000,238400000.0,1.0,100.0,100.0,81.2,0,0,0,COLEGIO STO. DOMINGO HELEN LEE LASSEN,COLEGIO STO. DOMINGO HELEN LEE LASSEN,SANTO DOMINGO,3,0,1,468,10,both,509401.7094017094,True
2101,21,600697664,209033164.0,0.8095238095238095,92.85714285714286,97.42857142857143,79.4,0,0,0,COLEGIO BASICO LORENZO BAEZA VEGA,COLEGIO BASICO LORENZO BAEZA VEGA,ISLA DE PASCUA,2,0,1,626,10,both,959580.9329073483,True
2102,27,0,0.0,0.5925925925925926,77.77777777777777,84.88888888888889,0.0,0,0,0,LICEO TECNICO A-4,LICEO TECNICO A-4,RANCAGUA,5,0,1,609,310,both,0.0,True
2103,13,250000,0.0,1.0,100.0,100.0,0.0,0,0,0,LICEO BICENTENARIO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE,LICEO BICENTENARIO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE,RANCAGUA,5,0,1,933,310,both,267.9528403001072,True
2104,19,340537372,310281604.0,0.9473684210526315,96.05263157894737,97.3157894736842,90.2,0,0,0,LICEO BICENTENARIO COMERCIAL DIEGO PORTALES,LICEO BICENTENARIO COMERCIAL DIEGO PORTALES,RANCAGUA,1,0,1,1696,310,both,200788.54481132075,True
2109,16,179664195,166664195.0,0.0,71.875,95.875,86.2,0,0,0,LICEO DE NIÑAS DE RANCAGUA,LICEO DE NIÑAS DE RANCAGUA,RANCAGUA,1,0,1,580,110,both,309765.8534482759,True
2110,8,300000000,300000000.0,1.0,100.0,100.0,82.4,0,0,0,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,RANCAGUA,1,0,1,2358,110,both,127226.4631043257,True
2111,15,361024614,319000000.0,0.4,78.33333333333333,92.73333333333333,88.2,0,0,0,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,RANCAGUA,1,0,1,645,310,both,559728.0837209303,True
2112,13,219000000,159000000.0,1.0,100.0,100.0,89.6,0,0,0,ESCUELA MUNICIPAL MOISES MUSSA,ESCUELA MUNICIPAL MOISES MUSSA,RANCAGUA,1,0,1,576,10,both,380208.3333333333,True
2114,18,331000000,291000000.0,0.7777777777777778,88.88888888888889,94.22222222222223,85.8,0,0,0,ESCUELA MUNICIPAL MARCELA PAZ,ESCUELA MUNICIPAL MARCELA PAZ,RANCAGUA,1,0,1,720,10,both,459722.22222222225,True
2115,8,130466720,120000000.0,0.0,65.625,89.625,86.8,0,0,0,ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU,ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU,RANCAGUA,1,0,1,356,10,both,366479.55056179775,True
2116,18,209000000,209000000.0,0.9444444444444444,95.83333333333333,97.16666666666667,84.5,0,0,0,COLEGIO MUNICIPAL EDUARDO DE GEYTER,COLEGIO MUNICIPAL EDUARDO DE GEYTER,RANCAGUA,1,0,1,457,10,both,457330.4157549234,True
2118,8,200000000,80000000.0,1.0,100.0,100.0,81.2,0,0,0,COLEGIO ESPANA,COLEGIO ESPANA,RANCAGUA,1,0,1,528,10,both,378787.8787878788,True
2119,13,147000000,138000000.0,0.5384615384615384,82.6923076923077,93.76923076923077,83.8,0,0,0,ESCUELA MUNICIPAL MANUEL RODRIGUEZ,ESCUELA MUNICIPAL MANUEL RODRIGUEZ,RANCAGUA,1,0,1,240,10,both,612500.0,True
2120,11,472000002,472000002.0,0.8181818181818182,86.45454545454545,90.72727272727273,89.5,0,0,0,ESCUELA MUNICIPAL MINERAL EL TENIENTE,ESCUELA MUNICIPAL MINERAL EL TENIENTE,RANCAGUA,1,0,1,945,10,both,499470.9015873016,True
2121,10,1430000000,1250000000.0,0.0,70.0,94.0,89.4,0,0,0,COLEGIO REPUBLICA ARGENTINA,COLEGIO REPUBLICA ARGENTINA,RANCAGUA,1,0,1,662,110,both,2160120.8459214503,True
2122,9,286790000,186290000.0,0.8888888888888888,97.22222222222223,99.88888888888889,72.6,0,0,0,ESCUELA MUNICIPAL EL COBRE,ESCUELA MUNICIPAL EL COBRE,RANCAGUA,1,0,1,427,10,both,671639.344262295,True
2123,16,208000000,208000000.0,0.4375,85.9375,99.4375,89.0,0,0,0,INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS,INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS,RANCAGUA,1,0,1,806,110,both,258064.51612903227,True
2124,24,586300000,586300000.0,0.9583333333333334,95.83333333333333,95.83333333333333,81.3,0,0,0,LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR,LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR,RANCAGUA,1,0,1,804,10,both,729228.855721393,True
2125,15,135500000,116000000.0,0.9333333333333333,96.66666666666667,98.26666666666667,86.8,0,0,0,COLEGIO PABLO GARRIDO,COLEGIO PABLO GARRIDO,RANCAGUA,1,0,1,302,10,both,448675.4966887417,True
2126,11,82500000,82000000.0,0.0,72.72727272727273,96.72727272727273,80.0,0,0,0,COL. JOSE A. MANSO DE VELASCO Y S.,COL. JOSE A. MANSO DE VELASCO Y S.,RANCAGUA,1,0,1,340,10,both,242647.0588235294,True
