RBD,acciones,estim_total,estim_sep,pct_completas,avance_min,avance_max,porc_ben,montos_extremos,faltantes_sep,duplicados,nombre_pme,NOM_RBD,NOM_COM_RBD,COD_DEPE,RURAL_RBD,ESTADO_ESTAB,MAT_TOTAL,ENS_01,_merge,estim_por_alumno,elegible
5381,8,6254648,6254648.0,1.0,100.0,100.0,100.0,0,0,0,ESC. ASENTAMIENTO PABLO NERUDA,ESC. ASENTAMIENTO PABLO NERUDA,ERCILLA,2,1,1,5,110,both,1250929.6,True
5382,10,203890002,64632095.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA MILLALEVIA,ESCUELA MILLALEVIA,ERCILLA,2,1,1,77,10,both,2647922.103896104,True
5385,8,92988861,28842616.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA CHACAIMAPU,ESCUELA CHACAIMAPU,ERCILLA,2,1,1,39,10,both,2384329.769230769,True
5386,8,38000000,38000000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA BASICA TEMOCUICUI,ESCUELA BASICA TEMOCUICUI,ERCILLA,2,1,1,45,10,both,844444.4444444445,True
5387,16,233000000,99000000.0,1.0,100.0,100.0,96.1,0,0,0,ESC.PAR.SAN FRANCISCO DE ASIS DE ERCILLA,ESC.PAR.SAN FRANCISCO DE ASIS DE ERCILLA,ERCILLA,3,0,1,285,10,both,817543.8596491228,True
5391,9,22320000,4120000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR SANTA ROSA,ESCUELA PARTICULAR SANTA ROSA,ERCILLA,3,1,1,19,110,both,1174736.8421052631,True
5392,8,8649920,8649920.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR EL PROGRESO,ESCUELA PARTICULAR EL PROGRESO,COLLIPULLI,3,1,1,14,110,both,617851.4285714285,True
5393,8,999893889,600356026.0,1.0,100.0,100.0,94.9,0,0,0,LICEO BICENTENARIO POLITECNICO MANUEL MONTT,LICEO BICENTENARIO POLITECNICO MANUEL MONTT,VICTORIA,2,0,1,939,363,both,1064849.7220447285,True
5394,24,572113000,277413000.0,0.4583333333333333,67.75,80.70833333333333,91.1,0,0,0,LICEO JORGE ALESSANDRI RODRIGUEZ,LICEO JORGE ALESSANDRI RODRIGUEZ,VICTORIA,2,0,1,629,310,both,909559.6184419714,True
5395,10,670858238,390820129.0,1.0,100.0,100.0,93.4,0,0,0,ESCUELA MARCELA PAZ,ESCUELA MARCELA PAZ,VICTORIA,2,0,1,604,10,both,1110692.4470198676,True
5396,16,366841434,226482983.0,1.0,100.0,100.0,94.7,0,0,0,COLEGIO IGNACIO CARRERA PINTO,COLEGIO IGNACIO CARRERA PINTO,VICTORIA,2,0,1,282,10,both,1300856.1489361702,True
5398,14,340797130,201815318.0,0.9285714285714286,92.92857142857143,94.57142857142857,94.8,0,0,0,ESCUELA HEROES DE IQUIQUE,ESCUELA HEROES DE IQUIQUE,VICTORIA,2,0,1,271,10,both,1257553.9852398525,True
5401,8,105500000,0.0,0.75,93.75,99.75,0.0,0,0,0,ESCUELA ESPECIAL CONFEDERACION SUIZA,ESCUELA ESPECIAL CONFEDERACION SUIZA,VICTORIA,2,0,1,44,212,both,2397727.272727273,True
5406,14,359011275,179673910.0,1.0,100.0,100.0,98.4,0,0,0,ESCUELA SELVA OSCURA,ESCUELA SELVA OSCURA,VICTORIA,2,1,1,253,10,both,1419016.8972332017,True
5407,11,234557245,126605189.0,0.9090909090909091,97.72727272727273,99.9090909090909,97.6,0,0,0,ESCUELA BASICA PATRICIO LINCH,ESCUELA BASICA PATRICIO LINCH,VICTORIA,2,0,1,165,10,both,1421559.0606060605,True
5408,9,178018797,98194113.0,0.8888888888888888,97.22222222222223,99.88888888888889,99.2,0,0,0,ESCUELA PAILAHUEQUE,ESCUELA PAILAHUEQUE,VICTORIA,2,1,1,124,10,both,1435635.4596774194,True
5410,11,23332972,11078616.0,1.0,100.0,100.0,81.8,0,0,0,ESCUELA PEHUENCO,ESCUELA PEHUENCO,VICTORIA,2,1,1,11,110,both,2121179.272727273,True
5411,8,227059823,127014623.0,1.0,100.0,100.0,97.1,0,0,0,ESCUELA MUNICIPAL MONICA GEBERT MEIER,ESCUELA MUNICIPAL MONICA GEBERT MEIER,VICTORIA,2,1,1,173,10,both,1312484.5260115606,True
5414,8,22170619,21170619.0,0.0,71.875,95.875,100.0,0,0,0,ESCUELA BASICA TOQUIHUE,ESCUELA BASICA TOQUIHUE,VICTORIA,2,1,1,21,110,both,1055743.761904762,True
5415,9,7000000,7000000.0,0.2222222222222222,75.0,93.66666666666667,100.0,0,0,0,ESCUELA BASICA EL PORVENIR,ESCUELA BASICA EL PORVENIR,VICTORIA,2,1,1,4,110,both,1750000.0,True
5422,13,29345670,29345670.0,0.23076923076923078,75.0,93.46153846153847,91.2,0,0,0,ESCUELA BASICA LAS CARDAS,ESCUELA BASICA LAS CARDAS,VICTORIA,2,1,1,34,110,both,863107.9411764706,True
5423,8,8992874,8992874.0,0.0,75.0,99.0,100.0,0,0,0,ESCUELA BASICA TRANGOL,ESCUELA BASICA TRANGOL,VICTORIA,2,1,1,11,110,both,817534.0,True
5424,12,50213306,19525489.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA BASICA SAN LUIS,ESCUELA BASICA SAN LUIS,VICTORIA,2,1,1,19,110,both,2642805.5789473685,True
5425,10,113131513,60623316.0,1.0,100.0,100.0,98.7,0,0,0,ESCUELA BASICA SANTA ELENA,ESCUELA BASICA SANTA ELENA,VICTORIA,2,1,1,77,10,both,1469240.4285714286,True
5430,14,34198716,21299109.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA BASICA COLO,ESCUELA BASICA COLO,VICTORIA,2,1,1,25,110,both,1367948.64,True
5431,15,43010498,26586348.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA BASICA SAN PEDRO,ESCUELA BASICA SAN PEDRO,VICTORIA,2,1,1,24,110,both,1792104.0833333333,True
5434,12,575300000,375500000.0,0.5833333333333334,83.33333333333333,93.33333333333333,81.4,0,0,0,COLEGIO INSTITUTO VICTORIA,COLEGIO INSTITUTO VICTORIA,VICTORIA,3,0,1,1142,10,both,503765.32399299473,True
5435,15,430300000,420300000.0,0.8666666666666667,96.66666666666667,99.86666666666666,69.0,0,0,0,COLEGIO SANTA CRUZ DE VICTORIA,COLEGIO SANTA CRUZ DE VICTORIA,VICTORIA,3,0,1,1063,10,both,404797.7422389464,True
5437,10,12950000,11450000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR BOLLILCO,ESCUELA PARTICULAR BOLLILCO,VICTORIA,3,1,1,11,110,both,1177272.7272727273,True
5439,9,238247578,238247578.0,1.0,100.0,100.0,93.4,0,0,0,COMPLEJO EDUCACIONAL LUIS DURAND DURAND,COMPLEJO EDUCACIONAL LUIS DURAND DURAND,TRAIGUÉN,2,0,1,425,110,both,560582.5364705882,True
5440,24,169000000,169000000.0,0.0,26.166666666666668,46.041666666666664,97.7,0,0,0,LICEO LUCILA GODOY ALCAYAGA,LICEO LUCILA GODOY ALCAYAGA,TRAIGUÉN,2,0,1,348,110,both,485632.183908046,True
5441,16,518200000,518200000.0,0.0,42.3125,66.1875,98.0,0,0,0,ESCUELA REPUBLICA DE ISRAEL,ESCUELA REPUBLICA DE ISRAEL,TRAIGUÉN,2,0,1,551,10,both,940471.8693284936,True
5442,28,128500000,122200000.0,0.9642857142857143,96.46428571428571,97.28571428571429,97.9,0,0,0,ESCUELA BASICA EMILIA ROMAGNA,ESCUELA BASICA EMILIA ROMAGNA,TRAIGUÉN,2,0,1,421,10,both,305225.6532066508,True
5444,16,0,0.0,0.0,54.6875,78.6875,0.0,0,0,0,ESCUELA PROFESOR JUAN DE LA CRUZ MUNOZ M.,ESCUELA PROFESOR JUAN DE LA CRUZ MUNOZ M.,TRAIGUÉN,2,0,1,51,165,both,0.0,True
5446,23,213250000,143250000.0,0.9565217391304348,98.91304347826087,99.95652173913044,95.6,0,0,0,ESCUELA GUACOLDA,ESCUELA GUACOLDA,TRAIGUÉN,2,0,1,180,10,both,1184722.2222222222,True
5449,11,11700000,10100000.0,0.5454545454545454,88.63636363636364,99.54545454545455,100.0,0,0,0,ESC. BASICA ANIDIR,ESC. BASICA ANIDIR,TRAIGUÉN,2,1,1,20,110,both,585000.0,True
5455,9,8011462,8011462.0,0.1111111111111111,72.22222222222223,93.55555555555556,100.0,0,0,0,ESC.BASICA QUILQUEN,ESC.BASICA QUILQUEN,TRAIGUÉN,2,1,1,7,110,both,1144494.5714285714,True
5459,10,6050000,6050000.0,0.1,45.0,59.4,100.0,0,0,0,ESC. BASICA FUNDO QUINO,ESC. BASICA FUNDO QUINO,TRAIGUÉN,2,1,1,5,110,both,1210000.0,True
5462,22,27500000,27450000.0,0.0,38.86363636363637,61.54545454545455,100.0,0,0,0,ESC. BASICA REDUCCION TEMULEMU,ESC. BASICA REDUCCION TEMULEMU,TRAIGUÉN,2,1,1,27,110,both,1018518.5185185185,True
5463,10,6400000,5500000.0,0.5,85.0,97.0,100.0,0,0,0,ESC. BASICA DIDAICO,ESC. BASICA DIDAICO,TRAIGUÉN,2,1,1,10,110,both,640000.0,True
5465,32,522000000,522000000.0,1.0,100.0,100.0,89.3,0,0,0,COLEGIO BICENTENARIO LOUIS PASTEUR,COLEGIO BICENTENARIO LOUIS PASTEUR,TRAIGUÉN,3,0,1,942,10,both,554140.1273885351,True
5466,26,32850000,31350000.0,0.7307692307692307,87.5,93.96153846153847,98.5,0,0,0,ESCUELA PARTICULAR SANTA ROSA,ESCUELA PARTICULAR SANTA ROSA,TRAIGUÉN,3,0,1,199,10,both,165075.37688442212,True
5467,10,45400000,45400000.0,0.1,50.0,71.6,100.0,0,0,0,LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI,LICEO AGRICOLA Y FORESTAL SUIZO LA PROVI,TRAIGUÉN,3,1,1,100,710,both,454000.0,True
5470,17,130450000,130450000.0,1.0,100.0,100.0,94.0,0,0,0,ESCUELA BASICA REPUBLICA DE ITALIA,ESCUELA BASICA REPUBLICA DE ITALIA,LUMACO,2,0,1,300,10,both,434833.3333333333,True
5471,17,305000000,305000000.0,1.0,100.0,100.0,97.6,0,0,0,ESCUELA F-174 VALLE DE LUMACO,ESCUELA F-174 VALLE DE LUMACO,LUMACO,2,0,1,411,10,both,742092.4574209246,True
5472,12,63300000,58100000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. MUNICIPAL PICHIPELLAHUEN,ESC. MUNICIPAL PICHIPELLAHUEN,LUMACO,2,1,1,55,110,both,1150909.0909090908,True
5473,8,27500000,27500000.0,0.25,81.25,99.25,100.0,0,0,0,ESC. BASICA QUETRAHUE,ESC. BASICA QUETRAHUE,LUMACO,2,1,1,25,110,both,1100000.0,True
5474,8,9500000,9500000.0,0.0,50.0,74.0,100.0,0,0,0,ESC. BASICA RALUN,ESC. BASICA RALUN,LUMACO,2,1,1,12,110,both,791666.6666666666,True
5479,8,60000000,60000000.0,0.0,59.375,83.375,100.0,0,0,0,ESC. BASICA CHANCO,ESC. BASICA CHANCO,LUMACO,2,1,1,15,110,both,4000000.0,True
5480,9,10900000,7400000.0,0.2222222222222222,77.77777777777777,96.44444444444444,100.0,0,0,0,ESCUELA RUCATRARO ALTO,ESCUELA RUCATRARO ALTO,GALVARINO,2,1,1,15,110,both,726666.6666666666,True
5482,8,17500000,17500000.0,0.0,25.5,49.0,100.0,0,0,0,ESC. BASICA RUCAYECO,ESC. BASICA RUCAYECO,LUMACO,2,1,1,15,110,both,1166666.6666666667,True
5485,8,10200000,10200000.0,0.0,71.875,95.875,100.0,0,0,0,ESC. BASICA BUTA RINCON,ESC. BASICA BUTA RINCON,LUMACO,2,1,1,16,110,both,637500.0,True
5487,10,28000000,28000000.0,0.1,75.0,96.6,96.2,0,0,0,ESCUELA MUNICIPAL G-180 MARIA RIQUELME MENA,ESCUELA MUNICIPAL G-180 MARIA RIQUELME MENA,LUMACO,2,1,1,26,110,both,1076923.076923077,True
5490,10,8780000,8780000.0,0.1,77.5,99.1,100.0,0,0,0,ESC. BASICA COMUDE,ESC. BASICA COMUDE,LUMACO,2,1,1,8,110,both,1097500.0,True
5492,8,14000000,14000000.0,0.5,84.375,96.375,100.0,0,0,0,ESC. BASICA REDUCCION CALBUDIR,ESC. BASICA REDUCCION CALBUDIR,LUMACO,2,1,1,15,110,both,933333.3333333334,True
5493,12,60400000,23900000.0,0.8333333333333334,95.83333333333333,99.83333333333333,100.0,0,0,0,ESCUELA PARTICULAR LAS COLINAS,ESCUELA PARTICULAR LAS COLINAS,LUMACO,3,1,1,70,110,both,862857.1428571428,True
5494,10,6360000,6360000.0,0.6,90.0,99.6,100.0,0,0,0,ESCUELA PARTICULAR PICHI-LONCOYAN,ESCUELA PARTICULAR PICHI-LONCOYAN,PURÉN,3,1,1,10,110,both,636000.0,True
5499,10,77400000,71400000.0,0.0,75.0,99.0,46.8,0,0,0,ESCUELA PARTICULAR GABRIELA MISTRAL,ESCUELA PARTICULAR GABRIELA MISTRAL,TRAIGUÉN,3,0,1,248,110,both,312096.77419354836,True
5503,11,39200000,39200000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR EL EDEN,ESCUELA PARTICULAR EL EDEN,PURÉN,3,1,1,19,110,both,2063157.894736842,True
5504,15,19970000,19970000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR CALBUCO,ESCUELA PARTICULAR CALBUCO,LUMACO,3,1,1,16,110,both,1248125.0,True
5506,12,19520000,19520000.0,1.0,100.0,100.0,50.0,0,0,0,ESCUELA GENERAL LAGOS,ESCUELA GENERAL LAGOS,LUMACO,3,1,1,30,110,both,650666.6666666666,True
5507,23,185000000,174000000.0,0.8695652173913043,93.47826086956522,95.56521739130434,88.1,0,0,0,LICEO MARIA AURORA GUINEZ RAMIREZ,LICEO MARIA AURORA GUINEZ RAMIREZ,PURÉN,2,0,1,429,310,both,431235.4312354312,True
5508,15,654071000,408071000.0,0.13333333333333333,78.33333333333333,99.13333333333334,94.3,0,0,0,ESCUELA PEDRO DE ONA,ESCUELA PEDRO DE ONA,PURÉN,2,0,1,528,10,both,1238770.8333333333,True
5509,25,1053000000,152000000.0,0.72,93.0,99.72,87.8,0,0,0,LICEO BICENTENARIO INDÓMITO DE PURÉN,LICEO BICENTENARIO INDÓMITO DE PURÉN,PURÉN,2,0,1,410,110,both,2568292.6829268294,True
5510,23,275000000,275000000.0,1.0,100.0,100.0,94.8,0,0,0,ESCUELA ENZO FERRARI,ESCUELA ENZO FERRARI,PURÉN,2,0,1,402,10,both,684079.6019900497,True
5512,11,4830000,4830000.0,1.0,100.0,100.0,100.0,0,0,0,ESC.BASICA PINGUIDAHUE,ESC.BASICA PINGUIDAHUE,PURÉN,2,1,1,3,110,both,1610000.0,True
5513,8,6500000,6200000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA TRANAMAN,ESC. BASICA TRANAMAN,PURÉN,2,1,1,11,110,both,590909.0909090909,True
5520,9,2000000,2000000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA IPINCO ALTO,ESC. BASICA IPINCO ALTO,PURÉN,2,1,1,1,110,both,2000000.0,True
5521,9,5400000,5400000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA QUILACO,ESC. BASICA QUILACO,PURÉN,2,1,1,9,110,both,600000.0,True
5522,9,9700000,9700000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA HUITRANLEBU,ESC. BASICA HUITRANLEBU,PURÉN,2,1,1,8,110,both,1212500.0,True
5524,8,3064620,600000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA EL LINGUE,ESC. BASICA EL LINGUE,PURÉN,2,1,1,3,110,both,1021540.0,True
5525,9,64000000,37000000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA CAUPOLICAN,ESC. BASICA CAUPOLICAN,PURÉN,2,1,1,59,10,both,1084745.7627118644,True
5532,8,10300000,6500000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR TRULAUQUEN,ESCUELA PARTICULAR TRULAUQUEN,PURÉN,3,1,1,12,110,both,858333.3333333334,True
5533,14,0,0.0,0.7142857142857143,80.35714285714286,83.78571428571429,90.0,0,0,0,ESCUELA PARTICULAR SAN BERNARDO,ESCUELA PARTICULAR SAN BERNARDO,PURÉN,3,1,1,20,110,both,0.0,True
5535,9,800000,800000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR LOS DERRAMES,ESCUELA PARTICULAR LOS DERRAMES,PURÉN,3,1,1,4,110,both,200000.0,True
5536,9,9570000,9570000.0,0.1111111111111111,72.22222222222223,93.55555555555556,100.0,0,0,0,ESCUELA PARTICULAR PICHIHUENOCOLLE,ESCUELA PARTICULAR PICHIHUENOCOLLE,PURÉN,3,1,1,13,110,both,736153.8461538461,True
5537,8,98000000,48000000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA PARTICULAR REMEHUEICO,ESCUELA PARTICULAR REMEHUEICO,PURÉN,3,1,1,40,110,both,2450000.0,True
5538,12,241300000,177500000.0,1.0,100.0,100.0,94.7,0,0,0,ESCUELA GUSTAVO VASQUEZ DIAZ,ESCUELA GUSTAVO VASQUEZ DIAZ,LOS SAUCES,2,0,1,304,10,both,793750.0,True
5539,12,93200000,44200000.0,0.16666666666666666,70.83333333333333,90.83333333333333,98.3,0,0,0,ESCUELA DE LOS SAUCES,ESCUELA DE LOS SAUCES,LOS SAUCES,2,0,1,239,10,both,389958.1589958159,True
5541,13,52700000,39200000.0,0.9230769230769231,92.3076923076923,92.3076923076923,96.6,0,0,0,ESC. BASICA ELENA MULLER M.,ESC. BASICA ELENA MULLER M.,LOS SAUCES,2,1,1,29,110,both,1817241.3793103448,True
5546,8,8000000,8000000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA OSCAR CASTRO,ESC. BASICA OSCAR CASTRO,LOS SAUCES,2,1,1,6,110,both,1333333.3333333333,True
5548,10,47600000,35000000.0,0.8,95.0,99.8,100.0,0,0,0,ESC. BASICA PIVADENCO,ESC. BASICA PIVADENCO,LOS SAUCES,2,1,1,16,110,both,2975000.0,True
5550,12,45550000,23550000.0,1.0,100.0,100.0,95.5,0,0,0,ESCUELA BASICA VILLA TRINTE,ESCUELA BASICA VILLA TRINTE,LOS SAUCES,2,1,1,22,10,both,2070454.5454545454,True
5551,10,29069528,15069528.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA GUINDO GRANDE,ESC. BASICA GUINDO GRANDE,LOS SAUCES,2,1,1,13,110,both,2236117.5384615385,True
5554,8,4250000,4250000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA HUITRANLEBU,ESC. BASICA HUITRANLEBU,LOS SAUCES,2,1,1,3,110,both,1416666.6666666667,True
5557,8,8184000,8184000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA VICENTE PEREZ ROSALES,ESCUELA VICENTE PEREZ ROSALES,LOS SAUCES,2,1,1,1,110,both,8184000.0,True
5558,8,5000000,5000000.0,1.0,100.0,100.0,100.0,0,0,0,ESC. BASICA NININCO,ESC. BASICA NININCO,LOS SAUCES,2,1,1,2,110,both,2500000.0,True
5561,10,7900000,7900000.0,1.0,100.0,100.0,100.0,0,0,0,ESCUELA DE CENTENARIO,ESCUELA DE CENTENARIO,LOS SAUCES,2,1,1,4,110,both,1975000.0,True
5563,11,11500000,11500000.0,0.9090909090909091,97.72727272727273,99.9090909090909,100.0,0,0,0,ESC. BASICA PETRONA PAILLALEO,ESC. BASICA PETRONA PAILLALEO,LOS SAUCES,2,1,1,13,110,both,884615.3846153846,True
5565,12,163749000,161449000.0,1.0,100.0,100.0,92.3,0,0,0,INSTITUTO SUPERIOR DE COMERCIO,INSTITUTO SUPERIOR DE COMERCIO,TEMUCO,2,0,1,313,410,both,523159.74440894567,True
5566,31,0,0.0,0.16129032258064516,56.58064516129032,75.03225806451613,0.0,0,0,0,LICEO INDUSTRIAL A-27 TEMUCO,LICEO INDUSTRIAL A-27 TEMUCO,TEMUCO,5,0,1,902,510,both,0.0,True
5567,14,307730994,124762994.0,0.7857142857142857,89.35714285714286,94.42857142857143,97.8,0,0,0,LICEO BICENTENARIO TECNOLOGICO PEDRO AGUIRRE CERDA,LICEO BICENTENARIO TECNOLOGICO PEDRO AGUIRRE CERDA,TEMUCO,2,0,1,181,510,both,1700171.2375690609,True
5568,14,475558000,462058000.0,0.9285714285714286,94.64285714285714,96.35714285714286,97.2,0,0,0,INSTITUTO SUPERIOR DE ESPECIALIDADES TECNICAS DE TEMUCO,INSTITUTO SUPERIOR DE ESPECIALIDADES TECNICAS DE TEMUCO,TEMUCO,2,0,1,773,610,both,615210.8667529108,True
5569,13,568774239,481777239.0,0.9230769230769231,98.07692307692308,99.92307692307692,88.0,0,0,0,LICEO GABRIELA MISTRAL DE TEMUCO,LICEO GABRIELA MISTRAL DE TEMUCO,TEMUCO,2,0,1,792,10,both,718149.2916666666,True
5570,16,1870264000,1493800000.0,0.75,92.1875,98.1875,93.2,1,0,0,LICEO PABLO NERUDA,LICEO PABLO NERUDA,TEMUCO,2,0,1,2256,110,both,829017.7304964539,True
5574,8,505000000,281000000.0,0.125,62.625,83.5,97.1,0,0,0,COMPLEJO EDUCACIONAL PADRE LAS CASAS,COMPLEJO EDUCACIONAL PADRE LAS CASAS,PADRE LAS CASAS,3,0,1,450,10,both,1122222.2222222222,True
5575,17,313693150,310693150.0,0.8823529411764706,92.70588235294117,95.47058823529412,90.8,0,0,0,ESCUELA ARTURO PRAT,ESCUELA ARTURO PRAT,TEMUCO,2,0,1,271,10,both,1157539.2988929888,True
5578,29,737886255,722845255.0,0.8275862068965517,87.06896551724138,88.72413793103448,86.2,0,0,0,ESCUELA LLAIMA,ESCUELA LLAIMA,TEMUCO,2,0,1,828,10,both,891166.9746376812,True
5580,16,1092729122,1079024000.0,1.0,100.0,100.0,91.6,0,0,0,ESCUELA CAMPOS DEPORTIVOS,ESCUELA CAMPOS DEPORTIVOS,TEMUCO,2,0,1,1034,10,both,1056797.9903288202,True
5582,14,169854215,167854215.0,0.9285714285714286,96.42857142857143,98.14285714285714,90.8,0,0,0,ESCUELA STANDAR,ESCUELA STANDAR,TEMUCO,2,0,1,173,10,both,981816.2716763006,True
5583,14,434769122,400339000.0,0.7857142857142857,92.85714285714286,98.0,92.6,0,0,0,ESCUELA SANTA ROSA,ESCUELA SANTA ROSA,TEMUCO,2,0,1,339,10,both,1282504.784660767,True
5585,11,196394563,183894563.0,1.0,100.0,100.0,96.9,0,0,0,ESCUELA VILLA ALEGRE,ESCUELA VILLA ALEGRE,TEMUCO,2,0,1,191,10,both,1028243.7853403141,True
5588,24,289191765,263719765.0,0.9166666666666666,97.91666666666667,99.91666666666667,91.0,0,0,0,ESCUELA MANUEL RECABARREN,ESCUELA MANUEL RECABARREN,TEMUCO,2,0,1,377,10,both,767086.9098143236,True
5589,15,248151293,227093293.0,0.8666666666666667,95.0,98.2,84.2,0,0,0,ESCUELA MILLARAY,ESCUELA MILLARAY,TEMUCO,2,0,1,532,10,both,466449.79887218046,True
5590,20,205621074,205621074.0,0.45,80.05,93.2,87.6,0,0,0,COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA,COMPLEJO EDUC. UN AMANECER EN LA ARAUCANIA,TEMUCO,2,0,1,363,10,both,566449.2396694215,True
5592,15,318475000,309375000.0,0.9333333333333333,98.33333333333333,99.93333333333334,89.9,0,0,0,ESCUELA ANDRES BELLO,ESCUELA ANDRES BELLO,TEMUCO,2,0,1,287,10,both,1109668.9895470382,True
5596,10,885807000,885807000.0,0.7,92.5,99.7,86.0,0,0,0,COLEGIO MUNDO MAGICO,COLEGIO MUNDO MAGICO,TEMUCO,2,0,1,952,10,both,930469.537815126,True
5597,18,726793120,545354120.0,0.9444444444444444,95.83333333333333,97.16666666666667,90.1,0,0,0,COLEGIO ALONSO DE ERCILLA,COLEGIO ALONSO DE ERCILLA,TEMUCO,2,0,1,690,10,both,1053323.3623188406,True
5598,10,7800000,0.0,0.9,97.5,99.9,0.0,0,0,0,ESCUELA ESPECIAL NIELOL,ESCUELA ESPECIAL NIELOL,TEMUCO,2,0,1,178,212,both,43820.22471910113,True
5599,11,347993840,200340929.0,1.0,100.0,100.0,95.8,0,0,0,ESCUELA DARIO SALAS,ESCUELA DARIO SALAS,PADRE LAS CASAS,2,0,1,284,10,both,1225330.4225352113,True
5600,12,9256000,0.0,1.0,100.0,100.0,0.0,0,0,0,ESCUELA DE ADULTOS MANUEL ROJAS,ESCUELA DE ADULTOS MANUEL ROJAS,TEMUCO,2,0,1,165,165,both,56096.969696969696,True
5601,16,101000000,97000000.0,0.5625,89.0625,99.5625,91.0,0,0,0,ESCUELA MUNICIPAL EL TRENCITO,ESCUELA MUNICIPAL EL TRENCITO,TEMUCO,2,0,1,122,10,both,827868.8524590164,True
5603,9,72486000,72486000.0,1.0,100.0,100.0,68.8,0,0,0,JARDIN INFANTIL MONTE VERDE,JARDIN INFANTIL MONTE VERDE,TEMUCO,2,0,1,154,10,both,470688.3116883117,True
5604,8,116295000,102295000.0,1.0,100.0,100.0,93.5,0,0,0,ESCUELA PEDRO DE VALDIVIA,ESCUELA PEDRO DE VALDIVIA,TEMUCO,2,0,1,139,10,both,836654.6762589928,True
5606,14,402697122,379575000.0,1.0,100.0,100.0,96.4,0,0,0,ESCUELA VILLA CAROLINA,ESCUELA VILLA CAROLINA,TEMUCO,2,0,1,338,10,both,1191411.6035502958,True
5608,16,183587622,177022000.0,0.9375,98.4375,99.9375,89.7,0,0,0,ESCUELA LOS AVELLANOS,ESCUELA LOS AVELLANOS,TEMUCO,2,0,1,175,10,both,1049072.1257142858,True
5611,23,350400576,332480000.0,0.6521739130434783,78.26086956521739,82.43478260869566,79.7,0,0,0,ESCUELA LOS TRIGALES,ESCUELA LOS TRIGALES,TEMUCO,2,0,1,585,10,both,598975.3435897436,True
5613,12,332000000,332000000.0,0.0,70.83333333333333,94.83333333333333,93.3,0,0,0,COMPLEJO EDUCACIONAL LA GRANJA,COMPLEJO EDUCACIONAL LA GRANJA,VILCÚN,2,0,1,642,10,both,517133.9563862928,True
5614,11,321980546,314375546.0,0.8181818181818182,90.9090909090909,95.27272727272727,92.7,0,0,0,ESCUELA LABRANZA,ESCUELA LABRANZA,TEMUCO,2,0,1,561,10,both,573940.3672014261,True
5617,12,34000000,34000000.0,1.0,100.0,100.0,92.0,0,0,0,ESCUELA DE PARVULOS CAMPANITA,ESCUELA DE PARVULOS CAMPANITA,TEMUCO,2,0,1,50,10,both,680000.0,True
5619,8,14000000,14000000.0,1.0,100.0,100.0,95.2,0,0,0,ESCUELA DE PARVULOS SEMILLITA,ESCUELA DE PARVULOS SEMILLITA,TEMUCO,2,0,1,63,10,both,222222.22222222222,True
5620,11,0,0.0,1.0,100.0,100.0,0.0,0,0,0,LICEO POLIVALENTE DE ADULTOS SELVA SAAVEDRA,LICEO POLIVALENTE DE ADULTOS SELVA SAAVEDRA,TEMUCO,2,0,1,239,165,both,0.0,True
5622,20,154000000,154000000.0,0.05,38.8,56.75,100.0,0,0,0,ESCUELA BÁSICA BERNARDO ÑANKO,ESCUELA BÁSICA BERNARDO ÑANKO,LONQUIMAY,2,1,1,223,10,both,690582.9596412556,True
5623,8,113000000,63000000.0,1.0,100.0,100.0,97.4,0,0,0,ESCUELA TRUMPULO CHICO,ESCUELA TRUMPULO CHICO,PADRE LAS CASAS,2,1,1,76,10,both,1486842.105263158,True
