fila_excel,RBD,COD_DEPE,DIMENSION,ESTIM_TOTAL,ESTIM_SEP,NIV_IMPLEM,duplicado_exacto_adicional,total_mayor_1000_millones
2,1,6,Convivencia Escolar,8000000,8000000.0,Implementación completa: 100%,False,False
3,1,6,Convivencia Escolar,3000000,3000000.0,Implementación completa: 100%,False,False
4,1,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
5,1,6,Gestión de Recursos,80057127,80057127.0,Implementación completa: 100%,False,False
6,1,6,Gestión de Recursos,5999994,5999994.0,Implementación completa: 100%,False,False
7,1,6,Gestión de Recursos,45000000,45000000.0,Implementación completa: 100%,False,False
8,1,6,Gestión de Recursos,25000000,25000000.0,Implementación completa: 100%,False,False
9,1,6,Gestión Pedagógica,10000000,10000000.0,Implementación completa: 100%,False,False
10,1,6,Gestión Pedagógica,1250000,1250000.0,Implementación completa: 100%,False,False
11,1,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
12,1,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
13,1,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
14,1,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
15,1,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
16,1,6,Liderazgo,21074771,21074771.0,Implementación completa: 100%,False,False
17,2,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
18,2,6,Convivencia Escolar,11500000,11500000.0,Implementación no efectuada: 0%,False,False
19,2,6,Convivencia Escolar,0,0.0,Implementación avanzada: 75% a 99%,False,False
20,2,6,Convivencia Escolar,0,0.0,Implementación avanzada: 75% a 99%,False,False
21,2,6,Gestión de Recursos,5200000,5200000.0,Implementación completa: 100%,False,False
22,2,6,Gestión de Recursos,38602824,38602824.0,Implementación avanzada: 75% a 99%,False,False
23,2,6,Gestión Pedagógica,1500000,1500000.0,Implementación completa: 100%,False,False
24,2,6,Gestión Pedagógica,11000000,11000000.0,Implementación avanzada: 75% a 99%,False,False
25,2,6,Liderazgo,0,0.0,Implementación avanzada: 75% a 99%,False,False
26,2,6,Liderazgo,6220369,6220369.0,Implementación avanzada: 75% a 99%,False,False
27,3,6,Convivencia Escolar,200000,0.0,Implementación completa: 100%,False,False
28,3,6,Convivencia Escolar,200000,0.0,Implementación completa: 100%,False,False
29,3,6,Gestión de Recursos,200000,0.0,Implementación completa: 100%,False,False
30,3,6,Gestión de Recursos,200000,0.0,Implementación completa: 100%,False,False
31,3,6,Gestión Pedagógica,200000,0.0,Implementación completa: 100%,False,False
32,3,6,Gestión Pedagógica,200000,0.0,Implementación completa: 100%,False,False
33,3,6,Liderazgo,200000,0.0,Implementación completa: 100%,False,False
34,3,6,Liderazgo,200000,0.0,Implementación completa: 100%,False,False
35,4,6,Convivencia Escolar,24500000,24500000.0,Implementación completa: 100%,False,False
36,4,6,Convivencia Escolar,6000000,6000000.0,Implementación completa: 100%,False,False
37,4,6,Convivencia Escolar,14000000,14000000.0,Implementación completa: 100%,False,False
38,4,6,Convivencia Escolar,500000,500000.0,Implementación completa: 100%,False,False
39,4,6,Convivencia Escolar,7000000,7000000.0,Implementación completa: 100%,False,False
40,4,6,Convivencia Escolar,600000,600000.0,Implementación completa: 100%,False,False
41,4,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
42,4,6,Convivencia Escolar,2000000,2000000.0,Implementación no efectuada: 0%,False,False
43,4,6,Convivencia Escolar,500000,500000.0,Implementación completa: 100%,False,False
44,4,6,Convivencia Escolar,600000,600000.0,Implementación completa: 100%,False,False
45,4,6,Convivencia Escolar,600000,600000.0,Implementación completa: 100%,False,False
46,4,6,Convivencia Escolar,800000,800000.0,Implementación completa: 100%,False,False
47,4,6,Convivencia Escolar,1000000,1000000.0,Implementación completa: 100%,False,False
48,4,6,Convivencia Escolar,1000000,1000000.0,Implementación no efectuada: 0%,False,False
49,4,6,Gestión de Recursos,230443419,230443419.0,Implementación completa: 100%,False,False
50,4,6,Gestión de Recursos,95000000,95000000.0,Implementación completa: 100%,False,False
51,4,6,Gestión de Recursos,180218,180218.0,Implementación completa: 100%,False,False
52,4,6,Gestión de Recursos,15500020,15500020.0,Implementación completa: 100%,False,False
53,4,6,Gestión de Recursos,20000000,20000000.0,Implementación completa: 100%,False,False
54,4,6,Gestión de Recursos,1300000,1300000.0,Implementación completa: 100%,False,False
55,4,6,Gestión Pedagógica,500000,500000.0,Implementación completa: 100%,False,False
56,4,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
57,4,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
58,4,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
59,4,6,Gestión Pedagógica,300000,300000.0,Implementación completa: 100%,False,False
60,4,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
61,4,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
62,4,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
63,4,6,Gestión Pedagógica,550000,550000.0,Implementación completa: 100%,False,False
64,4,6,Gestión Pedagógica,200000,200000.0,Implementación completa: 100%,False,False
65,4,6,Liderazgo,1000000,1000000.0,Implementación completa: 100%,False,False
66,4,6,Liderazgo,4000000,4000000.0,Implementación completa: 100%,False,False
67,4,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
68,4,6,Liderazgo,5000000,5000000.0,Implementación completa: 100%,False,False
69,4,6,Liderazgo,4000000,4000000.0,Implementación completa: 100%,False,False
70,4,6,Liderazgo,46461303,46461303.0,Implementación completa: 100%,False,False
71,4,6,Liderazgo,641489,641489.0,Implementación completa: 100%,False,False
72,4,6,Liderazgo,1200000,1200000.0,Implementación completa: 100%,False,False
73,4,6,Liderazgo,2000000,2000000.0,Implementación completa: 100%,False,False
74,5,6,Convivencia Escolar,8000000,8000000.0,Implementación completa: 100%,False,False
75,5,6,Convivencia Escolar,5000000,5000000.0,Implementación completa: 100%,False,False
76,5,6,Convivencia Escolar,11000000,11000000.0,Implementación completa: 100%,False,False
77,5,6,Convivencia Escolar,5000000,5000000.0,Implementación completa: 100%,False,False
78,5,6,Convivencia Escolar,500000,500000.0,Implementación completa: 100%,False,False
79,5,6,Gestión de Recursos,50000000,50000000.0,Implementación completa: 100%,False,False
80,5,6,Gestión de Recursos,30000000,30000000.0,Implementación completa: 100%,False,False
81,5,6,Gestión Pedagógica,48600000,48600000.0,Implementación completa: 100%,False,False
82,5,6,Gestión Pedagógica,2040000,2040000.0,Implementación avanzada: 75% a 99%,False,False
83,5,6,Gestión Pedagógica,15000000,15000000.0,Implementación completa: 100%,False,False
84,5,6,Gestión Pedagógica,15000000,15000000.0,Implementación completa: 100%,False,False
85,5,6,Liderazgo,500000,500000.0,Implementación completa: 100%,False,False
86,5,6,Liderazgo,2400000,2400000.0,Implementación no efectuada: 0%,False,False
87,5,6,Liderazgo,100000,100000.0,Implementación completa: 100%,False,False
88,5,6,Liderazgo,13000000,13000000.0,Implementación completa: 100%,False,False
89,5,6,Liderazgo,500000,500000.0,Implementación completa: 100%,False,False
90,7,6,Convivencia Escolar,10000000,10000000.0,Implementación adecuada: 50% a 74%,False,False
91,7,6,Convivencia Escolar,10000000,10000000.0,Implementación avanzada: 75% a 99%,False,False
92,7,6,Convivencia Escolar,10000000,10000000.0,Implementación avanzada: 75% a 99%,False,False
93,7,6,Convivencia Escolar,15000000,15000000.0,Implementación avanzada: 75% a 99%,False,False
94,7,6,Gestión de Recursos,19000000,19000000.0,Implementación avanzada: 75% a 99%,False,False
95,7,6,Gestión de Recursos,100000000,100000000.0,Implementación avanzada: 75% a 99%,False,False
96,7,6,Gestión de Recursos,197000000,197000000.0,Implementación avanzada: 75% a 99%,False,False
97,7,6,Gestión de Recursos,20000000,20000000.0,Implementación completa: 100%,False,False
98,7,6,Gestión de Recursos,0,0.0,Implementación parcial: 25% a 49%,False,False
99,7,6,Gestión Pedagógica,20000000,20000000.0,Implementación avanzada: 75% a 99%,False,False
100,7,6,Gestión Pedagógica,5000000,5000000.0,Implementación avanzada: 75% a 99%,False,False
101,7,6,Gestión Pedagógica,0,0.0,Implementación avanzada: 75% a 99%,False,False
102,7,6,Gestión Pedagógica,50000000,30000000.0,Implementación avanzada: 75% a 99%,False,False
103,7,6,Gestión Pedagógica,30000000,10000000.0,Implementación avanzada: 75% a 99%,False,False
104,7,6,Gestión Pedagógica,5000000,5000000.0,Implementación avanzada: 75% a 99%,False,False
105,7,6,Liderazgo,2500000,1000000.0,Implementación avanzada: 75% a 99%,False,False
106,7,6,Liderazgo,6000000,6000000.0,Implementación avanzada: 75% a 99%,False,False
107,7,6,Liderazgo,52409047,52409047.0,Implementación completa: 100%,False,False
108,7,6,Liderazgo,47000000,0.0,Implementación avanzada: 75% a 99%,False,False
109,8,6,Convivencia Escolar,2000000,2000000.0,Implementación parcial: 25% a 49%,False,False
110,8,6,Convivencia Escolar,7000000,7000000.0,Implementación avanzada: 75% a 99%,False,False
111,8,6,Convivencia Escolar,6500000,6500000.0,Implementación completa: 100%,False,False
112,8,6,Gestión de Recursos,12000000,12000000.0,Implementación completa: 100%,False,False
113,8,6,Gestión de Recursos,1000000,1000000.0,Implementación completa: 100%,False,False
114,8,6,Gestión de Recursos,3800000,3800000.0,Implementación completa: 100%,False,False
115,8,6,Gestión de Recursos,125000000,125000000.0,Implementación completa: 100%,False,False
116,8,6,Gestión de Recursos,8000000,8000000.0,Implementación completa: 100%,False,False
117,8,6,Gestión de Recursos,25000000,25000000.0,Implementación completa: 100%,False,False
118,8,6,Gestión de Recursos,5000000,5000000.0,Implementación avanzada: 75% a 99%,False,False
119,8,6,Gestión de Recursos,30000000,30000000.0,Implementación completa: 100%,False,False
120,8,6,Gestión de Recursos,20000000,20000000.0,Implementación completa: 100%,False,False
121,8,6,Gestión de Recursos,15000000,15000000.0,Implementación completa: 100%,False,False
122,8,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
123,8,6,Gestión Pedagógica,3000000,3000000.0,Implementación completa: 100%,False,False
124,8,6,Gestión Pedagógica,1500000,1500000.0,Implementación completa: 100%,False,False
125,8,6,Gestión Pedagógica,5000000,5000000.0,Implementación completa: 100%,False,False
126,8,6,Gestión Pedagógica,2000000,2000000.0,Implementación completa: 100%,False,False
127,8,6,Gestión Pedagógica,5000000,5000000.0,Implementación completa: 100%,False,False
128,8,6,Gestión Pedagógica,3000000,3000000.0,Implementación completa: 100%,False,False
129,8,6,Gestión Pedagógica,2000000,2000000.0,Implementación completa: 100%,False,False
130,8,6,Gestión Pedagógica,0,0.0,Implementación avanzada: 75% a 99%,False,False
131,8,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
132,8,6,Gestión Pedagógica,2500000,2500000.0,Implementación completa: 100%,False,False
133,8,6,Gestión Pedagógica,0,0.0,Implementación inicial: 1% a 24%,False,False
134,8,6,Gestión Pedagógica,0,0.0,Implementación parcial: 25% a 49%,False,False
135,8,6,Gestión Pedagógica,2000000,2000000.0,Implementación completa: 100%,False,False
136,8,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
137,8,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
138,8,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
139,8,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
140,8,6,Liderazgo,0,0.0,Implementación adecuada: 50% a 74%,False,False
141,8,6,Liderazgo,0,0.0,Implementación no efectuada: 0%,False,False
142,8,6,Liderazgo,2000000,2000000.0,Implementación avanzada: 75% a 99%,False,False
143,8,6,Liderazgo,25000000,25000000.0,Implementación completa: 100%,False,False
144,8,6,Liderazgo,1000000,1000000.0,Implementación avanzada: 75% a 99%,False,False
145,8,6,Liderazgo,0,0.0,Implementación adecuada: 50% a 74%,False,False
146,9,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
147,9,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
148,9,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
149,9,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
150,9,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
151,9,6,Gestión de Recursos,416273613,416273613.0,Implementación completa: 100%,False,False
152,9,6,Gestión de Recursos,5000000,5000000.0,Implementación completa: 100%,False,False
153,9,6,Gestión de Recursos,19000000,19000000.0,Implementación completa: 100%,False,False
154,9,6,Gestión de Recursos,0,0.0,Implementación completa: 100%,False,False
155,9,6,Gestión de Recursos,36700000,36700000.0,Implementación completa: 100%,False,False
156,9,6,Gestión de Recursos,43000000,43000000.0,Implementación completa: 100%,False,False
157,9,6,Gestión de Recursos,11870863,11870863.0,Implementación completa: 100%,False,False
158,9,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
159,9,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
160,9,6,Gestión Pedagógica,7500000,7500000.0,Implementación completa: 100%,False,False
161,9,6,Gestión Pedagógica,18200000,18200000.0,Implementación completa: 100%,False,False
162,9,6,Liderazgo,389137,389137.0,Implementación completa: 100%,False,False
163,9,6,Liderazgo,60000000,60000000.0,Implementación completa: 100%,False,False
164,9,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
165,9,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
166,10,6,Convivencia Escolar,5000000,5000000.0,Implementación completa: 100%,False,False
167,10,6,Convivencia Escolar,0,0.0,Implementación avanzada: 75% a 99%,False,False
168,10,6,Gestión de Recursos,5000016,5000016.0,Implementación completa: 100%,False,False
169,10,6,Gestión de Recursos,3000000,3000000.0,Implementación avanzada: 75% a 99%,False,False
170,10,6,Gestión de Recursos,0,0.0,Implementación avanzada: 75% a 99%,False,False
171,10,6,Gestión Pedagógica,2500000,2500000.0,Implementación completa: 100%,False,False
172,10,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
173,10,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
174,10,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
175,10,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
176,10,6,Liderazgo,5105516,5105516.0,Implementación completa: 100%,False,False
177,10,6,Liderazgo,5000000,5000000.0,Implementación completa: 100%,False,False
178,10,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
179,10,6,Liderazgo,5000000,5000000.0,Implementación completa: 100%,False,False
180,11,6,Convivencia Escolar,25000000,25000000.0,Implementación completa: 100%,False,False
181,11,6,Convivencia Escolar,4000000,4000000.0,Implementación completa: 100%,False,False
182,11,6,Convivencia Escolar,3500000,3500000.0,Implementación completa: 100%,False,False
183,11,6,Gestión de Recursos,26000000,26000000.0,Implementación completa: 100%,False,False
184,11,6,Gestión de Recursos,79000000,79000000.0,Implementación completa: 100%,False,False
185,11,6,Gestión de Recursos,9000000,9000000.0,Implementación completa: 100%,False,False
186,11,6,Gestión de Recursos,4000000,4000000.0,Implementación adecuada: 50% a 74%,False,False
187,11,6,Gestión Pedagógica,2000000,2000000.0,Implementación completa: 100%,False,False
188,11,6,Gestión Pedagógica,34000000,34000000.0,Implementación completa: 100%,False,False
189,11,6,Gestión Pedagógica,10000000,10000000.0,Implementación completa: 100%,False,False
190,11,6,Gestión Pedagógica,3000000,3000000.0,Implementación completa: 100%,False,False
191,11,6,Liderazgo,3000000,3000000.0,Implementación completa: 100%,False,False
192,11,6,Liderazgo,20000000,20000000.0,Implementación completa: 100%,False,False
193,12,6,Convivencia Escolar,5000000,5000000.0,Implementación completa: 100%,False,False
194,12,6,Convivencia Escolar,1200000,1200000.0,Implementación completa: 100%,False,False
195,12,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
196,12,6,Convivencia Escolar,0,0.0,Implementación avanzada: 75% a 99%,False,False
197,12,6,Gestión de Recursos,90000000,90000000.0,Implementación adecuada: 50% a 74%,False,False
198,12,6,Gestión de Recursos,32597979,32597979.0,Implementación avanzada: 75% a 99%,False,False
199,12,6,Gestión de Recursos,6800000,6800000.0,Implementación completa: 100%,False,False
200,12,6,Gestión Pedagógica,0,0.0,Implementación avanzada: 75% a 99%,False,False
201,12,6,Gestión Pedagógica,0,0.0,Implementación adecuada: 50% a 74%,False,False
202,12,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
203,12,6,Gestión Pedagógica,0,0.0,Implementación avanzada: 75% a 99%,False,False
204,12,6,Liderazgo,25000000,25000000.0,Implementación completa: 100%,False,False
205,12,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
206,12,6,Liderazgo,18000000,18000000.0,Implementación completa: 100%,False,False
207,12,6,Liderazgo,1102021,1102021.0,Implementación avanzada: 75% a 99%,False,False
208,13,6,Convivencia Escolar,1071146,1071146.0,Implementación completa: 100%,False,False
209,13,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
210,13,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
211,13,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
212,13,6,Gestión de Recursos,3343000,3343000.0,Implementación completa: 100%,False,False
213,13,6,Gestión de Recursos,62426641,62426641.0,Implementación completa: 100%,False,False
214,13,6,Gestión de Recursos,21559428,21559428.0,Implementación completa: 100%,False,False
215,13,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
216,13,6,Gestión Pedagógica,2750000,2750000.0,Implementación inicial: 1% a 24%,False,False
217,13,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
218,13,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
219,13,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
220,13,6,Liderazgo,5000000,5000000.0,Implementación completa: 100%,False,False
221,13,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
222,13,6,Liderazgo,2750000,2750000.0,Implementación completa: 100%,False,False
223,13,6,Liderazgo,7053770,7053770.0,Implementación completa: 100%,False,False
224,13,6,Liderazgo,16250131,16250131.0,Implementación completa: 100%,False,False
225,14,6,Convivencia Escolar,4000000,4000000.0,Implementación completa: 100%,False,False
226,14,6,Convivencia Escolar,1000000,1000000.0,Implementación no efectuada: 0%,False,False
227,14,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
228,14,6,Convivencia Escolar,5000000,5000000.0,Implementación completa: 100%,False,False
229,14,6,Gestión de Recursos,33000000,33000000.0,Implementación completa: 100%,False,False
230,14,6,Gestión de Recursos,17100000,17100000.0,Implementación adecuada: 50% a 74%,False,False
231,14,6,Gestión de Recursos,10999991,10999991.0,Implementación completa: 100%,False,False
232,14,6,Gestión de Recursos,92447692,92447692.0,Implementación completa: 100%,False,False
233,14,6,Gestión Pedagógica,0,0.0,Implementación adecuada: 50% a 74%,False,False
234,14,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
235,14,6,Gestión Pedagógica,4800000,4800000.0,Implementación completa: 100%,False,False
236,14,6,Gestión Pedagógica,2723731,2723731.0,Implementación completa: 100%,False,False
237,14,6,Gestión Pedagógica,9500000,9500000.0,Implementación completa: 100%,False,False
238,14,6,Gestión Pedagógica,21000000,21000000.0,Implementación completa: 100%,False,False
239,14,6,Gestión Pedagógica,2000000,2000000.0,Implementación completa: 100%,False,False
240,14,6,Gestión Pedagógica,550000,550000.0,Implementación completa: 100%,False,False
241,14,6,Liderazgo,1400000,1400000.0,Implementación completa: 100%,False,False
242,14,6,Liderazgo,20539559,20539559.0,Implementación completa: 100%,False,False
243,15,6,Convivencia Escolar,1000000,1000000.0,Implementación completa: 100%,False,False
244,15,6,Convivencia Escolar,1500000,1500000.0,Implementación completa: 100%,False,False
245,15,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
246,15,6,Convivencia Escolar,1000000,1000000.0,Implementación avanzada: 75% a 99%,False,False
247,15,6,Convivencia Escolar,10000000,10000000.0,Implementación completa: 100%,False,False
248,15,6,Convivencia Escolar,0,0.0,Implementación avanzada: 75% a 99%,False,False
249,15,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
250,15,6,Convivencia Escolar,300000,300000.0,Implementación completa: 100%,False,False
251,15,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
252,15,6,Gestión de Recursos,4000000,4000000.0,Implementación adecuada: 50% a 74%,False,False
253,15,6,Gestión de Recursos,20000000,20000000.0,Implementación completa: 100%,False,False
254,15,6,Gestión de Recursos,10000000,10000000.0,Implementación completa: 100%,False,False
255,15,6,Gestión de Recursos,2000000,2000000.0,Implementación avanzada: 75% a 99%,False,False
256,15,6,Gestión de Recursos,109794711,109794711.0,Implementación avanzada: 75% a 99%,False,False
257,15,6,Gestión de Recursos,8000032,8000032.0,Implementación completa: 100%,False,False
258,15,6,Gestión de Recursos,0,0.0,Implementación no efectuada: 0%,False,False
259,15,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
260,15,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
261,15,6,Gestión Pedagógica,0,0.0,Implementación avanzada: 75% a 99%,False,False
262,15,6,Gestión Pedagógica,3000000,3000000.0,Implementación avanzada: 75% a 99%,False,False
263,15,6,Gestión Pedagógica,0,0.0,Implementación avanzada: 75% a 99%,False,False
264,15,6,Gestión Pedagógica,6000000,6000000.0,Implementación completa: 100%,False,False
265,15,6,Gestión Pedagógica,300000,300000.0,Implementación completa: 100%,False,False
266,15,6,Gestión Pedagógica,300000,300000.0,Implementación adecuada: 50% a 74%,False,False
267,15,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
268,15,6,Liderazgo,0,0.0,Implementación avanzada: 75% a 99%,False,False
269,15,6,Liderazgo,0,0.0,Implementación avanzada: 75% a 99%,False,False
270,15,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
271,15,6,Liderazgo,18000000,18000000.0,Implementación completa: 100%,False,False
272,15,6,Liderazgo,1500000,1500000.0,Implementación completa: 100%,False,False
273,15,6,Liderazgo,0,0.0,Implementación avanzada: 75% a 99%,False,False
274,16,6,Convivencia Escolar,6000000,6000000.0,Implementación completa: 100%,False,False
275,16,6,Convivencia Escolar,1000000,1000000.0,Implementación completa: 100%,False,False
276,16,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
277,16,6,Convivencia Escolar,500000,500000.0,Implementación completa: 100%,False,False
278,16,6,Convivencia Escolar,2500000,2500000.0,Implementación avanzada: 75% a 99%,False,False
279,16,6,Gestión de Recursos,140000000,140000000.0,Implementación completa: 100%,False,False
280,16,6,Gestión de Recursos,10000000,10000000.0,Implementación completa: 100%,False,False
281,16,6,Gestión de Recursos,3600000,3600000.0,Implementación completa: 100%,False,False
282,16,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
283,16,6,Gestión Pedagógica,3000000,3000000.0,Implementación completa: 100%,False,False
284,16,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
285,16,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
286,16,6,Gestión Pedagógica,1000000,1000000.0,Implementación completa: 100%,False,False
287,16,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
288,16,6,Gestión Pedagógica,0,0.0,Implementación completa: 100%,False,False
289,16,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
290,16,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
291,16,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
292,16,6,Liderazgo,15081342,15081342.0,Implementación completa: 100%,False,False
293,17,6,Convivencia Escolar,1500000,1500000.0,Implementación avanzada: 75% a 99%,False,False
294,17,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
295,17,6,Convivencia Escolar,2000000,2000000.0,Implementación avanzada: 75% a 99%,False,False
296,17,6,Convivencia Escolar,15000000,15000000.0,Implementación avanzada: 75% a 99%,False,False
297,17,6,Convivencia Escolar,1500000,1500000.0,Implementación avanzada: 75% a 99%,False,False
298,17,6,Gestión de Recursos,57842839,57842839.0,Implementación avanzada: 75% a 99%,False,False
299,17,6,Gestión de Recursos,8999970,8999970.0,Implementación completa: 100%,False,False
300,17,6,Gestión de Recursos,16000000,16000000.0,Implementación avanzada: 75% a 99%,False,False
301,17,6,Gestión de Recursos,21000000,21000000.0,Implementación avanzada: 75% a 99%,False,False
302,17,6,Gestión de Recursos,15000000,15000000.0,Implementación adecuada: 50% a 74%,False,False
303,17,6,Gestión Pedagógica,15000000,15000000.0,Implementación avanzada: 75% a 99%,False,False
304,17,6,Gestión Pedagógica,2000000,2000000.0,Implementación avanzada: 75% a 99%,False,False
305,17,6,Gestión Pedagógica,1500000,1500000.0,Implementación adecuada: 50% a 74%,False,False
306,17,6,Gestión Pedagógica,16000000,16000000.0,Implementación avanzada: 75% a 99%,False,False
307,17,6,Liderazgo,22529604,22529604.0,Implementación avanzada: 75% a 99%,False,False
308,17,6,Liderazgo,1000000,1000000.0,Implementación avanzada: 75% a 99%,False,False
309,17,6,Liderazgo,1000000,1000000.0,Implementación avanzada: 75% a 99%,False,False
310,18,6,Convivencia Escolar,20000000,20000000.0,Implementación completa: 100%,False,False
311,18,6,Convivencia Escolar,8000000,8000000.0,Implementación completa: 100%,False,False
312,18,6,Convivencia Escolar,1000000,1000000.0,Implementación completa: 100%,False,False
313,18,6,Convivencia Escolar,2000000,2000000.0,Implementación completa: 100%,False,False
314,18,6,Gestión de Recursos,10000000,10000000.0,Implementación completa: 100%,False,False
315,18,6,Gestión de Recursos,50000000,50000000.0,Implementación completa: 100%,False,False
316,18,6,Gestión de Recursos,70000000,70000000.0,Implementación completa: 100%,False,False
317,18,6,Gestión Pedagógica,3000000,3000000.0,Implementación completa: 100%,False,False
318,18,6,Gestión Pedagógica,10200000,10200000.0,Implementación completa: 100%,False,False
319,18,6,Gestión Pedagógica,3000000,3000000.0,Implementación completa: 100%,False,False
320,18,6,Gestión Pedagógica,6000000,6000000.0,Implementación completa: 100%,False,False
321,18,6,Gestión Pedagógica,100000,100000.0,Implementación completa: 100%,False,False
322,18,6,Liderazgo,1000000,1000000.0,Implementación completa: 100%,False,False
323,18,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
324,18,6,Liderazgo,19000000,19000000.0,Implementación completa: 100%,False,False
325,18,6,Liderazgo,3000000,3000000.0,Implementación completa: 100%,False,False
326,19,6,Convivencia Escolar,0,0.0,Implementación adecuada: 50% a 74%,False,False
327,19,6,Convivencia Escolar,1000000,1000000.0,Implementación completa: 100%,False,False
328,19,6,Convivencia Escolar,4000000,4000000.0,Implementación completa: 100%,False,False
329,19,6,Convivencia Escolar,0,0.0,Implementación completa: 100%,False,False
330,19,6,Gestión de Recursos,7000000,7000000.0,Implementación completa: 100%,False,False
331,19,6,Gestión de Recursos,13000000,13000000.0,Implementación completa: 100%,False,False
332,19,6,Gestión de Recursos,95000000,95000000.0,Implementación completa: 100%,False,False
333,19,6,Gestión de Recursos,20000000,20000000.0,Implementación completa: 100%,False,False
334,19,6,Gestión Pedagógica,6500000,6500000.0,Implementación completa: 100%,False,False
335,19,6,Gestión Pedagógica,1000000,1000000.0,Implementación completa: 100%,False,False
336,19,6,Gestión Pedagógica,1000000,1000000.0,Implementación completa: 100%,False,False
337,19,6,Gestión Pedagógica,6500000,6500000.0,Implementación completa: 100%,False,False
338,19,6,Gestión Pedagógica,1000000,1000000.0,Implementación completa: 100%,False,False
339,19,6,Liderazgo,0,0.0,Implementación completa: 100%,False,False
340,19,6,Liderazgo,5000000,5000000.0,Implementación avanzada: 75% a 99%,False,False
341,19,6,Liderazgo,3000000,3000000.0,Implementación completa: 100%,False,False
